bik	tl
Nagpadara siya sato nin sarong mapangyaring Paraligtas,	gaya nang sinabi niya sa pamamagitan ng kanyang mga banal na propeta mula noong unang panahon,
sarong gikan ki David na saiyang sorogoon.	upang tayo ay maligtas mula sa ating mga kaaway, at mula sa kamay ng lahat ng napopoot sa atin,
Nanuga siya kaidto sa paagi kan saiyang mga banal na propeta	upang ipakita ang habag sa ating mga magulang,
na ililigtas niya kita sa satong mga kaiwal,	at alalahanin ang kanyang banal na tipan,
asin sa kapangyarihan kan mga naoongis sato.	ang pangakong sinumpaan niya sa ating amang si Abraham,
Nanuga siyang maheherakan niya an satong mga ginikanan,	na ipagkaloob sa atin, na tayong iniligtas mula sa kamay ng ating mga kaaway,
asin gigiromdomon an banal niyang tipan.	ay maglingkod sa kanya nang walang takot,
73-74 An sinumpaan niyang panuga sa satong ama na si Abraham,	sa kabanalan at katuwiran
Kan panahon na idto, nagboot si Cesar Augusto na magsenso kan gabos na tawong sakop kan Imperyo kan Roma.	Nang mga araw na iyon ay lumabas ang isang utos mula kay Augusto Cesar upang magpatala ang buong daigdig.
An enot na pagsensong ini ginibo kan si Cirenio an gobernador sa Siria.	Ito ang unang pagtatala na ginawa nang si Quirinio ay gobernador sa Siria.
Kaya nagpuruli an mga tawo sa sadiri nindang banwaan nganing magpasenso.	Pumunta ang lahat upang magpatala, bawat isa sa kanyang sariling bayan.
Hale sa banwaan nin Nazaret sa Galilea, nagpuli si Jose sa banwaan nin Betlehem sa Judea, banwaan na namundagan ni Hadeng David. Sa Betlehem siya mapasenso huli ta gikan siya sa kapagarakian ni David.	Umahon din si Jose mula sa Galilea mula sa bayan ng Nazaret, patungo sa Judea, sa lunsod ni David, na tinatawag na Bethlehem, sapagkat siya'y mula sa sambahayan at lipi ni David,
Kaiba niya sa pagpasenso si Maria na ikakasal saiya. Bados si Maria,	upang magpatalang kasama ni Maria na kanyang magiging asawa, na noon ay malapit nang manganak.
asin mantang yaon sinda duman, uminabot an panahon kan pag-aki ni Maria.	Samantalang sila'y naroroon, dumating ang panahon ng kanyang panganganak.
Nangaki siya kan saiyang panganay na lalaki. Pinatos niya nin lampin an omboy saka hinulid sa sarong bahugan, huli ta mayo na nin lugar para sainda sa harong na sakatan.	At kanyang isinilang ang kanyang panganay na anak na lalaki, binalot niya ito ng mga lampin, at inihiga sa isang sabsaban sapagkat walang lugar para sa kanila sa bahay-panuluyan.
Harani sa lugar na idto, igwa nin mga pastor sa kaomahan na nagpapaaga sa pagbantay kan saindang mga karnero.	Sa lupaing iyon ay may mga pastol ng tupa na nasa parang na nagbabantay sa kanilang kawan sa gabi.
Bigla sanang may nagpahiling saindang anghel nin Kagurangnan na nakapaliwanag nin marahay kan lugar na idto. Natakot sinda nin makuri.	Tumayo sa tabi nila ang isang anghel ng Panginoon at ang kaluwalhatian ng Panginoon ay nagliwanag sa palibot nila, at sila'y lubhang natakot.
Alagad sinabihan sinda kan anghel, “Dai kamo matakot! May dara akong marahay na bareta para saindo na magtatao nin dakulang kaogmahan sa gabos na tawo.	Kaya't sinabi sa kanila ng anghel, “Huwag kayong matakot, sapagkat narito, dala ko sa inyo ang magandang balita ng malaking kagalakan para sa buong bayan.
Namundag ngunyan sa banwa ni David an saindong Paraligtas—an Mesias na Kagurangnan!	Sapagkat ipinanganak sa inyo ngayon sa lunsod ni David ang isang Tagapagligtas, na siya ang Cristo, ang Panginoon.
Ini an tanda para saindo: makukua nindo an sarong omboy na napapatos nin lampin asin nahuhulid sa sarong bahugan.”	Ito ang magiging palatandaan ninyo: Matatagpuan ninyo ang isang sanggol na balot ng lampin at nakahiga sa isang sabsaban.”
Bigla sanang nagpahiling sa kataed kan anghel an kadakul pang mga anghel hale sa langit, na nag-oomaw sa Dios,	At biglang sumama sa anghel ang isang malaking hukbo ng langit na nagpupuri sa Diyos at nagsasabi,
“Pag-omawon an Dios sa kaitaasan asin sa daga katoninongan sa mga tawo na saiyang nawiwilihan!”	“Luwalhati sa Diyos sa kataas-taasan,
Pakahale kan mga anghel pabalik sa langit, nagsabi an mga pastor, “Magduman kita sa Betlehem! Hilingon ta an nangyaring ini na ibinareta sato nin Kagurangnan.”	at sa lupa'y kapayapaan sa mga taong kinalulugdan niya.”
Kaya hidali sindang nagduman. Nakua ninda si Maria, si Jose saka an omboy na nahuhulid sa bahugan.	Nang iwan sila ng mga anghel patungo sa langit, sinabi ng mga pastol sa isa't isa, “Pumunta tayo ngayon sa Bethlehem at tingnan natin ang nangyaring ito na ipinaalam sa atin ng Panginoon.”
Kan mahiling kan mga pastor an omboy, ibinareta ninda an sinabi sainda kan anghel dapit saiya.	At sila'y nagmamadaling pumunta at kanilang natagpuan sina Maria at Jose, at ang sanggol na nakahiga sa sabsaban.
An gabos na nakadangog kan ibinareta kan mga pastor nagngaralas.	Nang makita nila ito, ipinaalam nila sa kanila ang mga sinabi tungkol sa sanggol na ito;
Ini gabos rinimpos ni Maria sa saiyang puso asin pinaghorop-horop.	at lahat nang nakarinig nito ay namangha sa mga bagay na sinabi sa kanila ng mga pastol.
Naghale an mga pastor, nag-oomaw sa Dios huli kan gabos nindang nadangog saka nahiling siring nanggad sa ibinareta sainda kan anghel.	Subalit iningatan ni Maria ang lahat ng mga salitang ito, na pinagbulay-bulay sa kanyang puso.
Pag-abot kan ikawalong aldaw, sinerkomsisyon an aki asin nginaranan siyang Jesus, an ngaran na itinao kan anghel bago siya ipangidam.	Pagkatapos ay bumalik ang mga pastol na niluluwalhati at pinupuri ang Diyos dahil sa lahat ng kanilang narinig at nakita, ayon sa sinabi sa kanila.
Kan mag-abot an aldaw nin paglinig para ki Jose asin Maria sosog sa Katogonan ni Moises, dinara ninda si Jesus sa Jerusalem nganing idolot sa Kagurangnan,	Makaraan ang walong araw, dumating ang panahon upang tuliin ang bata. Tinawag siyang Jesus, ang pangalang ibinigay ng anghel bago siya ipinaglihi sa sinapupunan.
huli ta nasusurat sa Katogonan: “An lambang panganay na lalaki sadiri nin Kagurangnan.”	Nang sumapit na ang mga araw ng kanilang paglilinis ayon sa kautusan ni Moises, kanilang dinala siya sa Jerusalem upang iharap siya sa Panginoon
Nagdolot man sinda nin atang sosog sa hinahagad kan Katogonan nin Kagurangnan: “mag-agom na salampati o duwang ogbon na agbaan.”	(ito ay ayon sa nasusulat sa kautusan ng Panginoon, “Ang bawat panganay na lalaki ay tatawaging banal sa Panginoon”).
Sa Jerusalem may sarong tawo kaidto na an ngaran Simeon. Siya matanos asin maimbod sa Dios; naghahalat siya kan kaligtasan nin Israel. Nasa saiya an Espiritu Santo,	Sila'y naghandog ng alay alinsunod sa sinasabi sa kautusan ng Panginoon, “dalawang batu-bato, o dalawang batang kalapati.”
na iyo an nagpahayag saiya na dai siya magagadan sagkod na dai niya nahiling an Paraligtas na ipinanuga nin Kagurangnan.	Noon ay may isang lalaki sa Jerusalem na ang pangalan ay Simeon. Ang lalaking ito'y matuwid at masipag sa kabanalan na naghihintay sa kaaliwan ng Israel at nasa kanya ang Espiritu Santo.
Sa pasabong kan Espiritu Santo, naglaog si Simeon sa Templo. Kan an omboy na si Jesus darahon duman kan saiyang mga magurang sa pag-otob kan hinahagad kan Katogonan,	Ipinahayag sa kanya ng Espiritu Santo na hindi niya makikita ang kamatayan, hanggang sa makita muna niya ang Cristo ng Panginoon.
kinua siya ni Simeon asin itinaas, dangan nagpasalamat sa Dios na an sabi:	Sa patnubay ng Espiritu ay pumasok siya sa templo. Nang ipasok ng mga magulang sa templo ang sanggol na si Jesus upang gawin sa kanya ang naaayon sa kaugalian sa ilalim ng kautusan,
“Kagurangnan, tugote nang magadan sa katoninongan	inilagay niya ang sanggol sa kanyang mga bisig, pinuri ang Diyos, at sinabi,
an saimong sorogoon sosog sa saimong panuga,	“Panginoon, ngayon ay hayaan mong ang iyong alipin ay pumanaw na may kapayapaan,
huli ta nahiling ko na an saimong kaligtasan,	ayon sa iyong salita,
na inandam mo para sa gabos na tawo:	sapagkat nakita ng aking mga mata ang iyong pagliligtas,
sarong ilaw na magliliwanag sa mga pagano,	na iyong inihanda sa harapan ng lahat ng mga tao,
asin magtatao nin kamurawayan sa Israel na saimong banwaan.”	isang ilaw upang magpahayag sa mga Hentil,
Nagngalas si Jose asin si Maria sa sinabi ni Simeon dapit sa aki.	at para sa kaluwalhatian ng iyong bayang Israel.”
Benendisyonan sinda ni Simeon, asin sinabihan si Maria na saiyang ina, “Uya, an aking ini itinalaga para sa pagkapadungkal asin pagbangon nin dakul sa Israel; saro siyang tanda hale sa Dios na isisikwal nin dakul na tawo,	Ang ama at ina ng bata ay namangha sa mga bagay na sinasabi tungkol sa kanya.
kaya mahahayag an saindang iniisip. Dangan an kamondoan, siring sa sarong matarom na espada, malagbas sa saimong puso.”	Sila'y binasbasan ni Simeon at sinabi kay Maria na kanyang ina, “Ang batang ito ay itinalaga para sa pagbagsak at pagbangon ng marami sa Israel at pinakatanda na sasalungatin,
Igwa man nin sarong propetang babae na an ngaran Ana, na aki ni Fanuel na gikan sa tribu ni Aser. Gurang na siyang marahay. Pitong taon pa sana siyang kasal	at tatagos ang isang tabak sa iyong sariling kaluluwa upang mahayag ang iniisip ng marami.”
kan mabalo siya, asin ngunyan otsenta y kwatrong taon na siya. Parati siyang nasa Templo; aldaw-banggi siyang nagsasamba sa Dios, nag-aayuno asin namimibi.	Mayroong isang babaing propeta, si Ana na anak ni Fanuel, mula sa lipi ni Aser. Siya ay napakatanda na at may pitong taong namuhay na kasama ng kanyang asawa mula nang sila ay ikasal,
Kan oras man sanang iyan, nag-abot siya, nagpasalamat sa Dios asin nagtaram dapit sa aki sa gabos na naghahalat kan pagtubos nin Dios sa Jerusalem.	at bilang isang balo hanggang walumpu't apat na taong gulang. Hindi siya umalis sa templo kundi sumamba roon na may pag-aayuno at panalangin sa gabi at araw.
Kan magibo na ni Jose asin ni Maria an gabos na ipinagboboot kan Katogonan nin Kagurangnan, nagbalik sinda sa Galilea, sa Nazaret na sadiri nindang banwaan.	Pagdating niya sa oras ding iyon, siya'y nagpasalamat sa Diyos at nagsalita nang tungkol sa sanggol sa lahat ng naghihintay para sa katubusan ng Jerusalem.
Nagtalubo an aki asin kuminosog, pano nin kadonongan; asin an biyaya nin Dios yaon saiya.	Nang magampanan na nila ang lahat ng mga bagay ayon sa kautusan ng Panginoon, bumalik sila sa Galilea, sa kanilang sariling bayang Nazaret.
Taon-taon, minaduman sa Jerusalem an mga magurang ni Jesus para sa Pyesta nin Paskwa.	At lumaki ang bata, lumakas, napuno ng karunungan, at sumasakanya ang biyaya ng Diyos.
Kan doseng taon na si Jesus, nagduman sinda siring sa dating ginigibo ninda.	Noon, taun-taon ay nagtutungo ang kanyang mga magulang sa Jerusalem sa kapistahan ng Paskuwa.
Pakatapos kan pyesta, nagbaklay sinda papuli, alagad nagpawalat si Jesus sa Jerusalem na dai aram kan saiyang mga magurang.	Nang siya'y labindalawang taon na, umahon sila ayon sa kaugalian patungo sa kapistahan.
Sa paghona na kaiba si Jesus kan grupo, nagpadagos sinda sa pagbaklay sa bilog na aldaw. Dangan hinanap ninda siya duman sa saindang mga kadugo asin mga kamidbid.	Nang matapos na ang kapistahan, sa pagbabalik nila ay nanatili ang batang si Jesus sa Jerusalem, ngunit hindi ito alam ng kanyang mga magulang.
Kan dai ninda siya nakua, nagbalik sinda sa Jerusalem sa paghanap saiya.	Ngunit sa pag-aakala nilang siya'y kasama ng mga manlalakbay, nagpatuloy sila ng isang araw na paglalakbay. Pagkatapos ay kanilang hinahanap siya sa mga kamag-anak at mga kakilala,
Kan ikatolong aldaw, nakua ninda siya sa laog kan Templo, nagtutukaw kaiba kan mga paratukdo. Naghihinanyog siya saka naghahapot sainda.	at nang di nila siya matagpuan, bumalik sila sa Jerusalem upang hanapin siya.
An gabos na nakadangog saiya nagngalas kan saiyang pakasabot asin mga simbag.	Pagkalipas ng tatlong araw, kanilang natagpuan siya sa templo na nakaupo sa gitna ng mga guro na nakikinig at nagtatanong sa kanila.
Nagngalas man an saiyang mga magurang kan mahiling siya, kaya tinaraman siya kan saiyang ina, “Aki, tadaw ta siring an ginibo mo samo? Hadit na ako asin an saimong ama sa pagparahanap saimo.”	Ang lahat ng nakikinig sa kanya ay namangha sa kanyang katalinuhan at sa kanyang mga sagot.
Sinabihan niya sinda, “Tadaw ta hinahanap nindo ako? Dai nindo aram na kaipuhan nasa harong ako kan sakong Ama?”	Nang siya'y makita nila ay nagtaka sila at sinabi sa kanya ng kanyang ina, “Anak, bakit ginawa mo sa amin ang ganito? Tingnan mo, ang iyong ama at ako ay naghahanap sa iyo na may pag-aalala.”
Alagad dai ninda nasabotan an sinabi niya sainda.	Sinabi niya sa kanila, “Bakit ninyo ako hinahanap? Hindi ba ninyo nalalaman na dapat ay nasa bahay ako ng aking Ama?”
Uminiba sainda si Jesus sa Nazaret asin nagin makinuyog-kuyog siya sainda. An gabos na ini rinimpos kan saiyang ina sa puso niya.	At hindi nila naunawaan ang salitang sinabi niya sa kanila.
Ikakinseng taon na kan paghahade ni Tiberio Cesar; si Poncio Pilato gobernador sa Judea, si Herodes an namamayo kan Galilea asin si Felipe an kagsakop kan teritoryo nin Iturea saka Traconite, asin si Lisanias naman kan Abilinia.	Nang ikalabinlimang taon ng paghahari ni Tiberio Cesar, si Poncio Pilato ang gobernador sa Judea, at tetrarka sa Galilea si Herodes. Ang kanyang kapatid na si Felipe ang tetrarka sa lupain ng Iturea at Traconite, at si Lisanias ang tetrarka sa Abilinia,
Si Anas asin si Caifas iyo man an mga halangkaw na padi. Kan panahon na iyan, si Juan na aki ni Zacarias yaon sa kalangtadan. Uminabot ki Juan an tataramon nin Dios,	Sa panahon ng mga pinakapunong pari na sina Anas at Caifas, dumating ang salita ng Diyos kay Juan, na anak ni Zacarias, sa ilang.
kaya linibot niya an bilog na teritoryo kan Jordan saka naghulit, “Magbakle na kamo saka magpabunyag, asin papatawadon kamo nin Dios kan mga kasalan nindo.”	Siya'y nagtungo sa buong lupain sa palibot ng Jordan, na ipinangangaral ang bautismo ng pagsisisi para sa kapatawaran ng mga kasalanan.
Siring sa nasusurat sa libro ni Propeta Isaias,	Gaya ng nasusulat sa aklat ng mga salita ni propeta Isaias,
“Igwang nagkukurahaw sa kalangtadan:	“Ang tinig ng isang sumisigaw sa ilang,
‘Andama an dalan para sa Kagurangnan;	‘Ihanda ninyo ang daan ng Panginoon,
tanosa an dalan na saiyang lalakawan!	tuwirin ninyo ang kanyang mga landas.
Tambonan an gabos na kababan,	Bawat libis ay matatambakan,
pantayon an gabos na kabubuldan asin kabukidan.	at bawat bundok at burol ay papatagin,
An mga tinampong tiko-tiko, tanoson;	at ang liko ay tutuwirin,
an mga dalan na bakong sarama, saramahon.	at ang mga baku-bakong daan ay papantayin.
Mahihiling kan gabos na tawo an pagligtas nin Dios!’”	At makikita ng lahat ng laman ang pagliligtas ng Diyos.’”
Kadakul na tawo an nagdolok ki Juan nganing magpabunyag. Sinabihan niya sinda, “Mga rimoranon! Siisay an nagsabi saindo na makakadulag kamo sa maabot na padusa nin Dios?	Kaya't sinabi ni Juan sa napakaraming tao na dumating upang magpabautismo sa kanya, “Kayong lahi ng mga ulupong! Sino ang nagbabala sa inyo na tumakas sa poot na darating?
Ipahiling nindo sa gibo na kamo nagbakle na. Dai kamo mangahas na mag-isip na makakaligtas kamo sa padusa huli ta ama nindo si Abraham. Sinasabihan ko kamo, na sa mga gapong ini an Dios makakagibo nin mga aki para ki Abraham.	Kaya't mamunga kayo ng karapat-dapat sa pagsisisi at huwag ninyong sabihin sa inyong sarili, ‘Si Abraham ang aming ama.’ Sapagkat sinasabi ko sa inyo na magagawa ng Diyos na magbangon mula sa mga batong ito ng magiging anak ni Abraham.
Dawa ngunyan andam na an patok sa pagputol kan gamot kan mga kahoy; an lambang kahoy na dai nagtatao nin marahay na bunga, papalodon saka isusugba sa kalayo.”	Ngayon pa lamang ay nakalagay na ang palakol sa ugat ng mga punungkahoy. Kaya't ang bawat punungkahoy na di mabuti ang bunga ay pinuputol at itinatapon sa apoy.”
Hinapot siya kan mga tawo, “Ano palan an dapat ming gibohon?”	Tinanong siya ng maraming tao, “Ano ngayon ang dapat naming gawin?”
Sinimbag sinda ni Juan, “An igwa nin duwang gubing, itao an saro sa mayo; siring man an gibohon kan may kakanon, tawan an mayo.”	Sumagot siya sa kanila, “Ang may dalawang tunika ay magbahagi sa wala, at ang may pagkain ay gayundin ang gawin.”
May mga parasingil nin buhis na nagdolok man saiya tanganing magpabunyag. Hinapot ninda siya, “Maestro ano an dapat ming gibohon?”	Dumating din ang mga maniningil ng buwis upang magpabautismo at sinabi nila sa kanya, “Guro, ano ang dapat naming gawin?”
Sinimbag sinda ni Juan, “Dai kamo magsingil nin sobra sa itinalaan na buhis.”	Sinabi niya sa kanila, “Huwag na kayong sumingil pa ng higit kaysa iniutos sa inyo.”
May mga soldados man na naghapot saiya, “Kami, ano an dapat ming gibohon?”	Tinanong din siya ng mga kawal, “At kami, anong dapat naming gawin?” At sinabi niya sa kanila, “Huwag kayong mangikil ng salapi kaninuman sa pamamagitan ng dahas o maling paratang at masiyahan kayo sa inyong sahod.”
“Dai kamo magkua nin kwarta maski kiisay sa paagi nin kosog o salang sumbong; makontento kamo sa sweldo nindo.”	Samantalang ang mga tao'y naghihintay, nagtatanong ang lahat sa kanilang mga puso tungkol kay Juan, kung siya ang Cristo.
Nag-orog an paglaom kan mga tawo asin nagpoon sindang maghorop-horop na tibaad si Juan iyo na an Cristo.	Sumagot si Juan at sinabi sa kanilang lahat, “Binabautismuhan ko kayo ng tubig. Subalit dumarating ang higit na makapangyarihan kaysa akin. Ako'y hindi karapat-dapat magkalag ng panali ng kanyang mga sandalyas. Kayo'y babautismuhan niya sa Espiritu Santo at sa apoy.
Kaya sinabihan sinda ni Juan, “Nagbubunyag ako saindo sa tubig, alagad may sarong maabot na mabunyag saindo sa Espiritu Santo asin sa kalayo. Mas mapangyari siya ki sa sako, asin dai ako maninigo na magtangkas kan saiyang sandalyas.	Nasa kamay niya ang kanyang kalaykay upang linisin ang kanyang giikan at tipunin ang trigo sa kanyang kamalig, subalit susunugin niya ang dayami sa apoy na hindi mapapatay.”
May dara siyang saligsigan nganing saligsigon an gabos na inani. An trigo titiponon niya sa saiyang harong-harong, alagad an ata susuloon sa kalayong dai nasisigbo!”	Kaya't sa iba pang maraming pangaral ay ipinahayag niya sa mga tao ang magandang balita.
