bik,tl
"Alagad, kun malabog an saindong mga mata, an hawak nindo mapapano nin kadikloman. Kaya kun an ilaw na yaon saindo kadikloman, orog nanggad an kadikloman!","At bakit kayo nababalisa tungkol sa pananamit? Pansinin ninyo ang mga liryo sa parang, kung paano silang lumalaki; hindi sila gumagawa o humahabi man."
"“Mayong makakapaglingkod sa duwang kagurangnan, huli ta ikakaongis niya an saro asin mamomotan an saro; magigin maimbod siya sa saro asin pag-oolog-ologon an saro. Dai kamo makakapaglingkod sa Dios asin sa kayamanan.","Gayunma'y sinasabi ko sa inyo, kahit si Solomon sa buong kaluwalhatian niya ay hindi nakapagdamit nang tulad sa isa sa mga ito."
"“Kaya sinasabihan ko kamo, dai kamo mahadit dapit sa pagbuhay nindo, kun ano an kakakanon o iinomon o kun ano an gugubingon. Bakong mas mahalaga an buhay ki sa kakanon; an hawak ki sa gubing?","At kung gayon binibihisan ng Diyos ang damo sa parang, na ngayon ay buháy, at sa kinabukasan ay itinatapon sa kalan, hindi ba lalo niya kayong bibihisan, O kayong maliliit ang pananampalataya?"
Hilinga nindo an mga gamgam na naglalayog: dai sinda nagtatanom ni nag-aani o nagtitipon nin kakanon sa mga harong-harong; alagad pinapakakan sinda kan saindong langitnon na Ama! Bako daw na mas mahalaga kamo ki sa sainda?,"Kaya huwag kayong mabalisa, na magsasabing, ‘Ano ang aming kakainin?’ o, ‘Ano ang aming iinumin?’ o, ‘Ano ang aming isusuot?’"
"Siisay saindo, sa pagparahadit, an makakapahalawig kan saiyang buhay dawa sarong minuto sana?",Sapagkat hinahanap ng mga Hentil ang lahat ng mga bagay na ito; at batid ng inyong Ama sa langit na kailangan ninyo ang lahat ng mga bagay na ito.
“Tadaw ta nahahadit kamo dapit sa gubing? Hilinga nindo kun paano nagtatalubo an mga liryo sa kaomahan: dai sinda nagpapagal ni nagtatahi nin gubing.,"Ngunit hanapin muna ninyo ang kanyang kaharian at ang kanyang katuwiran, at ang lahat ng mga bagay na ito ay pawang idaragdag sa inyo."
"Alagad sinasabihan ko kamo, dawa si Solomon sa bilog niyang kamurawayan, dai pa nakagubing nin arog kagayon kan saro kan mga liryong ini.","“Kaya't huwag ninyong alalahanin ang bukas, sapagkat ang bukas ang mag-aalala sa kanyang sarili. Sapat na para ngayon ang kabalisahan sa araw na ito."
“Dai kamo maghusgar asin dai man kamo huhusgaran nin Dios.,“Huwag humatol upang hindi kayo mahatulan.
"Huli ta huhusgaran kamo nin Dios siring kan paghusgar nindo; kun ano an sukol na ginagamit nindo, iyo man an gagamiton saindo.","Sapagkat sa hatol na inyong ihahatol ay hahatulan kayo; at sa panukat na inyong isusukat, ay susukatin kayo."
"Tadaw ta nahihiling mo an sadit na ati sa mata kan saimong tugang, alagad dai mo nahihiling an dakulang ati sa sadiri mong mata?","Bakit mo nakikita ang puwing na nasa mata ng iyong kapatid, ngunit hindi mo pinapansin ang troso na nasa iyong sariling mata?"
"Tadaw ta nangangahas kang magsabi sa tugang mo, ‘Haleon ko daw an ati sa mata mo,’ kun sa sadiri mong mata igwa nin dakulang ati?","O paano mong nasasabi sa iyong kapatid, ‘Hayaan mong alisin ko ang puwing sa iyong mata,’ samantalang mayroong troso sa iyong sariling mata?"
Parasagin-sagin! Halea ngona an dakulang ati sa mata mo tanganing makahiling ka nin marahay; dangan pwede mo nang mahale an sadit na ati sa mata kan saimong tugang.,"Ikaw na mapagkunwari, alisin mo muna ang troso sa iyong sariling mata at nang magkagayon, makakakita ka nang malinaw upang maalis mo ang puwing sa mata ng iyong kapatid."
“Dai nindo ipagtao an bagay na banal sa mga ayam ta tibaad kagaton kamo; dai nindo ipag-apon an saindong mga perlas sa mga orig ta tibaad timak-timakan ninda an mga iyan.,"“Huwag ninyong ibigay sa mga aso ang mga banal na bagay; at huwag kayong magtapon ng inyong mga perlas sa harap ng mga baboy; baka yurakan nila ang mga ito ng kanilang mga paa, at pagbalingan kayo at lapain."
“Maghagad kamo asin tatawan kamo; maghanap asin makukua nindo; tumuktok asin bubuksan kamo.,"“Humingi kayo, at kayo ay bibigyan; humanap kayo, at kayo ay makakatagpo, tumuktok kayo, at kayo'y pagbubuksan."
"Huli ta an lambang naghahagad, tinatawan; an naghahanap, nakakakua; asin an nagtutuktok, binubuksan.",Sapagkat ang bawat humihingi ay tumatanggap; at ang humahanap ay nakakatagpo; at ang tumutuktok ay pinagbubuksan.
Siisay na ama an matao nin gapo sa saiyang aki kun tinapay an hinahagad?,"Mayroon bang tao sa inyo, na kung humingi ng tinapay sa kanya ang kanyang anak ay bato ang ibibigay?"
O halas kun sira an saiyang hinahagad?,O kung humingi siya ng isda ay bibigyan niya ito ng ahas?
"Kun kamo nganing mga maraot, tataong magtao nin marahay na bagay sa saindong mga aki, an Ama pa daw nindo na nasa langit an dai magtao nin mga marahay na bagay sa mga naghahagad saiya!","Kung kayo nga na masasama ay marunong magbigay ng mabubuting kaloob sa inyong mga anak, gaano pa kaya ang inyong Ama na nasa langit ang magbigay ng mabubuting bagay sa mga humihingi sa kanya?"
“Kaya gibohon nindo sa iba an boot nindong gibohon ninda saindo. Ini an kahulogan kan Katogonan ni Moises asin kan mga katukdoan kan mga propeta.,"“Kaya, anumang bagay na ibig ninyong gawin sa inyo ng mga tao, gayon ang gawin ninyo sa kanila; sapagkat ito ang kautusan at ang mga propeta."
"“Lumaog kamo sa hayakpit na pintoan, huli ta halakbang an pintoan saka mahiwas an dalan pasiring sa karatan, asin dakul an minalaog diyan.","“Pumasok kayo sa makipot na pintuan, sapagkat maluwang ang pintuan at malapad ang daang patungo sa kapahamakan, at marami ang pumapasok doon."
Alagad hayakpit saka piot an agihan pasiring sa buhay. Asin dikit an nakakakua kaiyan.,"Sapagkat makipot ang pintuan at masikip ang daang patungo sa buhay, at kakaunti ang nakakatagpo niyon."
"“Mag-ingat kamo sa mga bakong tunay na propeta; garo sinda mga karnero kun minadolok saindo, alagad sa katunayan mga mabangis na lobo sinda.","“Mag-ingat kayo sa mga bulaang propeta, na lumalapit sa inyo na may damit tupa, ngunit sa loob ay mga ganid na asong-gubat."
Mamimidbid nindo sinda sa mga gibo ninda. An limonsito dai namumunga nin ubas asin an labnig dai namumunga nin bayawas.,"Makikilala ninyo sila sa kanilang mga bunga. Nakakapitas ba ng mga ubas sa mga tinikan, o ng mga igos sa mga dawagan?"
"An marahay na kahoy, marahay man an bunga; an maraot na kahoy, maraot man an bunga.","Gayundin naman, ang bawat mabuting puno ay mabuti ang bunga, ngunit ang masamang puno ay masama ang bunga."
An marahay na kahoy dai nagbubunga nin maraot; an maraot na kahoy dai nagbubunga nin marahay.,Hindi maaaring mamunga ng masama ang mabuting puno at mamunga ng mabuti ang masamang puno.
"An lambang kahoy na dai nagbubunga nin marahay, pinapalod asin isinusugba sa kalayo.","Bawat puno na hindi mabuti ang bunga ay pinuputol, at itinatapon sa apoy."
Kaya mamimidbid nindo an mga bakong tunay na propeta huli sa mga gibo ninda.,Kaya't makikilala ninyo sila sa kanilang mga bunga.
"“Bako an gabos na nag-aapod sako, ‘Kagurangnan, Kagurangnan,’ makakalaog sa Kahadean nin langit, kundi an mga naggigibo kan kabotan nin sakong Ama na nasa langit.","“Hindi lahat ng nagsasabi sa akin ‘Panginoon, Panginoon,’ ay papasok sa kaharian ng langit, kundi ang gumaganap ng kalooban ng aking Ama na nasa langit."
"Pag-abot kan Huring Aldaw, dakul an masabi sako, ‘Kagurangnan, Kagurangnan, nagpropesiya kami, nagpaluwas nin mga demonyo, asin naggibo nin mga ngangalasan sa ngaran mo!’","Sa araw na iyon ay marami ang magsasabi sa akin, ‘Panginoon, Panginoon, hindi ba nagpropesiya kami sa iyong pangalan, at nagpalayas ng mga demonyo sa iyong pangalan, at sa iyong pangalan ay gumawa kami ng maraming gawang makapangyarihan?’"
"Dangan sisimbagon ko sinda, ‘Dai ko nanggad kamo midbid. Rumayo kamo sako, mga paragibo nin maraot!’","At kung magkagayon ay ipahahayag ko sa kanila, ‘Hindi ko kayo kilala kailanman; lumayo kayo sa akin, kayong mga gumagawa ng kasamaan!’"
“An nagdadangog asin nagkukuyog kaining mga itinaram ko nakakaagid sa madonong na tawong nagtugdok kan harong niya sa gapo.,“Kaya't ang bawat nakikinig sa mga salita kong ito at ginaganap ang mga ito ay matutulad sa isang matalinong tao na nagtayo ng kanyang bahay sa ibabaw ng bato.
"Nag-uran nin makosog, nagbaha dangan hinampas nin makosog na doros an harong na iyan, alagad dai narumpag dahel ta itinugdok iyan sa gapo.","Bumagsak ang ulan, at dumating ang baha. Humihip ang mga hangin at hinampas ang bahay na iyon, ngunit hindi iyon bumagsak, sapagkat itinayo sa ibabaw ng bato."
"An nagdadangog kaining mga itinaram ko alagad dai nagkukuyog kaiyan, nakakaagid sa tawong lolong na nagtugdok kan harong niya sa baybay.",Ang bawat nakikinig sa mga salita kong ito at hindi ginaganap ang mga ito ay matutulad sa isang taong hangal na nagtayo ng kanyang bahay sa buhanginan.
"Nag-uran nin makosog, nagbaha, hinampas nin makosog na doros an harong asin narumpag iyan. Grabe an pagkarumpag kaiyan!”","Bumagsak ang ulan, at dumating ang baha. Humihip ang mga hangin at hinampas ang bahay na iyon, at iyon ay bumagsak; napakalakas nga ng kanyang pagbagsak.”"
"Pakataram ni Jesus kan mga bagay na ini, nagngalas an mga tawo sa saiyang katukdoan,","At nang matapos na ni Jesus ang mga salitang ito, namangha ang napakaraming tao sa kanyang aral;"
"huli ta nagtukdo siya siring sa sarong may kapangyarihan, bakong arog kan mga paratukdo kan Katogonan.",sapagkat nagturo siya sa kanila na tulad sa may awtoridad at hindi gaya ng kanilang mga eskriba.
"Pakababa ni Jesus hale sa bulod, sinunod siya nin kadakul na tawo.","Nang bumaba si Jesus mula sa bundok, sinundan siya ng napakaraming tao;"
"Sarong daoton nagdolok saka nagluhod sa atubangan niya, asin nagsabi, “Kagurangnan, kun boot mo, malilinigan mo ako.”","at lumapit sa kanya ang isang ketongin, at lumuhod sa harapan niya na nagsasabi, “Panginoon, kung ibig mo ay malilinis mo ako.”"
"Dinutaan siya ni Jesus kan kamot niya asin sinabihan, “Boot ko; malinigan ka!” Asin nahale tolos an saiyang daot.","Iniunat ni Jesus ang kanyang kamay, at hinawakan niya ito na nagsasabi, “Ibig ko. Maging malinis ka.” At nalinis kaagad ang kanyang ketong."
"Dangan tinugon siya ni Jesus, “Dai mo ini ipang-osip, kundi pumahiling ka tolos sa padi, asin magdolot ka kan atang na ipinagboot ni Moises sa pagpatunay na malinig ka na.”","At sinabi ni Jesus sa kanya, “Ingatan mong huwag sabihin kaninuman, kundi humayo ka, magpakita ka sa pari, at ihandog mo ang kaloob na ipinag-utos ni Moises bilang patotoo sa kanila.”"
"Paglaog ni Jesus sa Capernaum, sinabat siya nin sarong opisyal na Romano. Nakimaherak ini saiya,","Pagpasok niya sa Capernaum ay lumapit sa kanya ang isang senturion na nakikiusap sa kanya,"
"“Kagurangnan, an sorogoon ko nasa harong, naparalisis asin nagtitios nin makuri.”","at nagsasabi, “Panginoon, ang aking alipin ay nakaratay sa bahay, lumpo, at lubha siyang nahihirapan.”"
"“Maduman ako tanganing bolongon siya,” an sabi ni Jesus.","Sinabi niya sa kanya, “Pupuntahan ko siya at pagagalingin.”"
"“Kagurangnan, dai ka na magduman,” an sabi kan opisyal. “Alang-alang ako na lumaog ka sa sakong harong. Alagad magtaram ka sana, asin mararahay an sorogoon ko.","Ngunit sumagot ang senturion at sinabi, “Panginoon, hindi ako karapat-dapat sa iyo na puntahan mo ang aking bahay, ngunit sabihin mo lamang ang salita at gagaling ang aking alipin."
"Huli ta ako nasasakopan nin mas halangkaw sakong mga opisyal; asin igwa man akong nasasakopan na mga soldados. Kun magboot ako sa saro, ‘Dumuman ka!’ minaduman siya; kun magsabi ako sa iba, ‘Madya!’ minadolok siya. Kun sinusugo ko an sakong oripon, ‘Giboha ini!’ ginigibo niya iyan.”","Sapagkat ako ay isang taong nasa ilalim ng awtoridad na may mga kawal na nasa ilalim ko. Sinasabi ko sa isa, ‘Humayo ka,’ at siya ay humahayo; at sa iba naman, ‘Halika,’ at siya ay lumalapit; at sa aking alipin, ‘Gawin mo ito,’ at ginagawa nga niya.”"
"Napangalas si Jesus kan madangog ini. Kaya sinabihan niya an mga tawong nagsusunod saiya, “Maski sa Israel dai pa ako nakanumpong nin arog kaini kadakulang pagtubod!","Nang marinig ito ni Jesus ay namangha siya, at sinabi sa mga sumusunod sa kanya, “Katotohanang sinasabi ko sa inyo, kahit sa Israel man ay hindi ako nakatagpo ng ganito kalaking pananampalataya."
"Sa katotoohan sinasabihan ko kamo, dakul an maabot hale sa sirangan asin sa solnopan; dangan makakan kaiba ni Abraham, ni Isaac asin ni Jacob sa Kahadean nin langit.","Sinasabi ko sa inyo, marami ang manggagaling sa silangan at sa kanluran at mauupong kasalo ni Abraham, ni Isaac at ni Jacob sa kaharian ng langit,"
"Alagad an mga aki kan Kahadean, iaapon sa kadikloman sa luwas; duman magtatangis sinda asin magraragot an saindang mga ngipon.”",ngunit ang mga anak ng kaharian ay itatapon sa kadilimang nasa labas. Doon nga ang pagtangis at pagngangalit ng mga ngipin.”
"Dangan nagsabi si Jesus sa opisyal, “Puli na; mangyayari an hinahagad mo sosog sa pagtubod mo.”","Sinabi ni Jesus sa senturion, “Humayo ka na; mangyayari para sa iyo ang ayon sa iyong pananampalataya.” At gumaling nga ang alipin nang oras ding iyon."
Kan oras man sanang iyan narahay an sorogoon kan opisyal.,"Nang pumasok si Jesus sa bahay ni Pedro, nakita niya ang biyenang babae nito na nakaratay dahil sa lagnat."
"Nagduman si Jesus sa harong ni Pedro. Inabotan niya duman an panugangan na babae ni Pedro na naghihigda, ta kinakalentura.","Hinawakan niya ang kamay ng babae, at nawala ang kanyang lagnat. Bumangon siya at naglingkod kay Jesus."
"Kinaptan ni Jesus an kamot kan babae, dangan nawara an saiyang kalentura. Nagbangon siya asin naglingkod ki Jesus.",Nang gabing iyon ay dinala nila sa kanya ang maraming inaalihan ng mga demonyo. Pinalayas niya ang mga espiritu sa pamamagitan ng salita at pinagaling ang lahat ng mga may sakit.
"Pagkabangi, dinara ki Jesus kan mga tawo an dakul na tawong may demonyo. Sa sarong tataramon sana ni Jesus pinaluwas niya an mga maraot na espiritu dangan binolong an gabos na naghehelang.",Ito ay upang matupad ang sinabi sa pamamagitan ni propeta Isaias: “Kinuha niya ang ating mga sakit at pinasan niya ang ating mga karamdaman.”
"Ginibo niya ini tanganing maotob an sinabi ni Propeta Isaias,","Nang makita ni Jesus ang napakaraming tao sa palibot niya, ipinag-utos niyang tumawid sa kabilang pampang."
"“Kinua niya an satong mga kamatean,","Lumapit ang isang eskriba at nagsabi sa kanya, “Guro, susunod ako sa iyo saan ka man magtungo.”"
asin tinios niya an satong mga kahelangan.”,"Sinabi ni Jesus sa kanya, “May mga lungga ang mga asong-gubat, at ang mga ibon sa himpapawid ay may mga pugad; ngunit ang Anak ng Tao ay walang mapagpahingahan ng kanyang ulo.”"
"Kan mahiling ni Jesus an dakul na tawo sa palibot niya, pinagbotan niya an mga disipulo na magbalyo sinda sa ibong kan danaw.","Isa pa sa mga alagad ay nagsabi sa kanya, “Panginoon, hayaan mo muna akong makauwi at mailibing ko ang aking ama.”"
"May sarong paratukdo kan Katogonan na nagdolok saiya asin nagsabi, “Maestro, andam akong mag-iba saimo maski saen ka magduman.”","Ngunit sinabi sa kanya ni Jesus, “Sumunod ka sa akin; at hayaan mong ang mga patay ang maglibing sa sarili nilang mga patay.”"
"Sinabihan siya ni Jesus, “An mga amid may mga kalot asin an mga gamgam may mga salagan, alagad an Aki nin Tawo mayo nin mahihigdaan.”","Nang makasakay si Jesus sa bangka, sumunod sa kanya ang kanyang mga alagad."
"An saro man sa mga disipulo nagsabi ki Jesus, “Kagurangnan, tugote ngona akong magpuli ta ilulubong ko an sakong ama.”","At dumating ang isang malakas na bagyo sa dagat, anupa't matatabunan na ng alon ang bangka; ngunit siya ay natutulog."
"“Sumunod ka sako,” an sabi ni Jesus, “pabayae an mga gadan na maglubong kan saindang mga gadan.”","Lumapit sila sa kanya at siya ay ginising, na nagsasabi, “Panginoon, iligtas mo kami; mamamatay kami!”"
Naglunad si Jesus sa sakayan kaiba an saiyang mga disipulo.,"Sinabi niya sa kanila, “Bakit kayo natatakot, O kayong maliliit ang pananampalataya?” Kaya't bumangon siya at sinaway ang mga hangin at ang dagat, at nagkaroon ng lubos na kapayapaan."
"Bigla sanang uminabot an makosog na subasko sa danaw, kaya nalalantopan na kan alon an sakayan. Torog kaidto si Jesus.","Kaya't namangha ang mga tao, na nagsasabi, “Anong uring tao ito na maging ang mga hangin at ang dagat ay sumusunod sa kanya?”"
"Kaya pinukaw siya kan mga disipulo dangan sinabihan, “Kagurangnan, ligtasan kami! Malulunod na kita!”","Nang makarating si Jesus sa kabilang pampang, sa lupain ng mga Gadareno, ay sinalubong siya ng dalawang inaalihan ng mga demonyo na lumabas mula sa mga libingan. Napakabangis nila kaya't walang makadaan doon."
"Sinabihan sinda ni Jesus, “Tadaw ta natatakot kamo? Mga maluya an pagtubod!” Nagbangon si Jesus, pinagbotan niyang magkalma an doros saka an alon, dangan nagkaigwa nin dakulang katoninongan.","Sila ay sumigaw na nagsasabi, “Anong gagawin mo sa amin, O Anak ng Diyos? Naparito ka ba upang pahirapan kami bago dumating ang takdang panahon?”"
Nagngalas sinda gabos. “Anong klaseng tawo ini na kinukuyog maski kan doros saka dagat?” an sabi ninda.,Sa may kalayuan sa kanila ay may isang kawan ng maraming baboy na nanginginain.
"Pag-abot ni Jesus sa Gadara na nasa ibong kan danaw, sinabat siya nin duwang lalaki na hale sa mga lungib na pinaglulubongan. An mga lalaking ini may demonyo asin mariringis, kaya mayo nin siisay man na nangangahas na mag-agi sa dalan na idto.","At nagmakaawa sa kanya ang mga demonyo, na nagsasabi, “Kung palalayasin mo kami ay papuntahin mo kami sa kawan ng mga baboy.”"
"Bigla sindang nagkurahaw, “Aki nin Dios, ano an pakilabot mo samo? Nagdigdi ka tanganing padusahan kami maski bako pang panahon?”","Sinabi niya sa kanila, “Humayo kayo.” Lumabas nga sila at pumasok sa mga baboy, at ang buong kawan ng mga baboy ay bumulusok sa bangin patungo sa dagat at namatay sila sa tubig."
"Harani duman, may mga orig na nagsusurungkal.",Tumakas ang mga tagapag-alaga ng mga iyon; at pagpasok nila sa bayan ay sinabi nila ang buong pangyayari at ang nangyari sa mga inalihan ng mga demonyo.
