source,reference,translation
It helps me to be a minister of Christ Jesus to the Gentiles. I’m working as a priest of God’s gospel so that the offering of the Gentiles can be acceptable and made holy by the Holy Spirit.,"Sapagkat hindi ako mangangahas magsalita ng anumang bagay, maliban sa mga ginawa ni Cristo sa pamamagitan ko, upang sumunod ang mga Hentil, sa salita at sa gawa,","upang ako'y maging isang lingkod ni Cristo Jesus sa mga bansa, na isang pari sa ebanghelyo ng Diyos, upang ang mga bansa ay isang handog na kinakarawat, na pinapa banal sa pamamagitan ng Espiritu Santo."
"The chief priests and Jewish leaders presented their case against Paul. Appealing to him,","at doon ang mga punong pari at ang mga pinuno ng mga Judio ay nag-ulat sa kanya laban kay Pablo. Sila'y nanawagan sa kanya,","Ang mga pinuno ng mga pari at mga pinuno ng mga Judio ay humarap sa kanya ng kanilang mga kaso laban kay Pablo, at humingi ng tulong sa kanya,"
"He captured it along with its king and all its cities. They struck them down without mercy and wiped out everyone in it as something reserved for God. He left no survivors. Exactly as he had done to Hebron, so he did to Debir and its king—exactly as he had done to Libnah and its king.","At kanyang sinakop ito at ang hari niyon, at ang lahat ng mga bayan niyon; at kanilang pinatay ng talim ng tabak at lubos na nilipol ang lahat ng taong naroon; wala siyang iniwang nalabi; kung paano ang kanyang ginawa sa Hebron, ay gayon ang kanyang ginawa sa Debir, at sa hari nito; gaya nang kanyang ginawa sa Libna at sa hari nito.","Siya'y kinuha nito, kasama ang hari nito, at ang lahat ng mga lunsod nito, at sila'y pinatay nang walang awa, at pinatay ang lahat ng tao sa kanya bilang isang bagay na ipinagkaloob sa Diyos; walang natitira; gaya ng ginawa niya sa Hebron, gayon ang ginawa niya sa Debir at sa hari nito, gaya ng ginawa niya sa Libna at sa hari nito."
"The following night the Lord stood near Paul and said, “Be encouraged! Just as you have testified about me in Jerusalem, so too you must testify in Rome.”","Nang gabing iyon, lumapit sa kanya ang Panginoon at sinabi, “Lakasan mo ang iyong loob! Sapagkat kung paano kang nagpatotoo tungkol sa akin sa Jerusalem, ay kailangang magpatotoo ka rin sa Roma.”","Nang sumunod na gabi, ang Panginoon ay tumayo kay Pablo at nagsabi, Magpakalakas ka! Tulad ng iyong sinaksihan sa Jerusalem tungkol sa akin, gayon din ang iyong sasaksihan sa Roma."
"Still, not a hair on your heads will be lost.",Subalit hindi mawawala sa anumang paraan kahit isang buhok ng inyong ulo.,Ngunit walang isang buhok sa inyong ulo ang mawawala.
There will be one male goat for a purification offering in addition to the regular entirely burned offering with its grain offering and drink offering.,"at isang kambing na lalaki na handog pangkasalanan; bukod pa sa palagiang handog na sinusunog, at sa handog na butil niyon, at sa handog na inumin niyon.","Magkakaroon ng isang lalaki na kambing para sa handog ng paglilinis, bukod sa regular na handog na sinusunog, kasama ang handog ng trigo at handog ng inumin nito."
"Jonathan’s bow never wavered from the blood of the slain,",ang tabak ni Saul ay hindi bumalik nang walang laman.,"Ang palak ni Jonatan ay hindi tumigil sa dugo ng mga patay,"
"Then Jesus said to them, “ Watch out! Guard yourself against all kinds of greed. After all, one’s life isn’t determined by one’s possessions, even when someone is very wealthy. ”","Sinabi niya sa kanila, “Mag-ingat kayo at magbantay laban sa lahat ng kasakiman, sapagkat ang buhay ng tao ay wala sa kasaganaan ng kanyang mga ari-arian.”","At sinabi ni Jesus sa kanila, Magbantay kayo, at magbantay kayo sa lahat ng hilig, sapagkat ang buhay ng isang tao ay hindi sa mga bagay na mayroon niya, kahit na mayaman siya."
"An inheritance of land may not be transferred from one tribe to another, for the Israelite tribes will each retain its own inheritance.”",Sa gayon ay hindi magpapalipat-lipat ang mana sa ibang lipi; sapagkat dapat manatili ang bawat lipi ng mga anak ni Israel sa kanyang sariling mana.,"Ang isang lupain ay hindi maibabalik mula sa isang tribo sa isa pang tribo, sapagkat ang bawat tribo ng mga anak ni Israel ay mananatili sa kanilang sariling lupain."
This was now the third time Jesus appeared to his disciples after he was raised from the dead.,"Sinabi niya sa kanya sa ikatlong pagkakataon, “Simon, anak ni Juan, minamahal mo ba ako?” Nalungkot si Pedro sapagkat tatlong ulit nang sinabi sa kanya, “Minamahal mo ba ako?” At sinabi niya sa kanya, “Panginoon, nalalaman mo ang lahat ng mga bagay. Nalalaman mo na minamahal kita.” Sinabi sa kanya ni Jesus, “Pakainin mo ang aking mga tupa.",Ito na ang ikatlong pagkakataon na nagpakita si Jesus sa kanyang mga alagad pagkatapos niyang mabuhay mula sa mga patay.
"When Saul questioned the LORD , the LORD didn’t answer him—not by dreams, not by the Urim, and not by the prophets.","Nang magkagayo'y sinabi ni Saul sa kanyang mga lingkod, “Ihanap ninyo ako ng isang babae na sumasangguni sa mga espiritu, upang ako'y makapunta at makasangguni sa kanya.” At sinabi sa kanya ng kanyang mga lingkod, “May isang babae sa Endor na sumasangguni sa mga espiritu.”","Nang magtanong si Saul sa Panginoon, hindi siya sinagot ng Panginoon, ni sa pamamagitan ng mga panaginip, ni sa pamamagitan ng Urim, ni sa pamamagitan ng mga propeta."
"Then Joshua built an altar on Mount Ebal to the LORD , the God of Israel.","Pagkatapos ay nagtayo si Josue sa bundok ng Ebal ng isang dambana para sa Panginoong Diyos ng Israel,","Pagkatapos ay nagtayo si Josue ng isang dambana sa bundok ng Ebal para sa Panginoon , ang Diyos ng Israel ."
"but I know you, that you don’t have God’s love in you.",Subalit ayaw ninyong lumapit sa akin upang kayo'y magkaroon ng buhay.,"Ngunit kilala ko kayo, na wala sa inyo ang pag-ibig sa Diyos."
"Then the LORD said, “Don’t come any closer! Take off your sandals, because you are standing on holy ground.”","Sinabi pa niya, “Ako ang Diyos ng iyong ama, ang Diyos ni Abraham, ang Diyos ni Isaac, at ang Diyos ni Jacob.” Si Moises ay nagtakip ng kanyang mukha sapagkat siya'y natakot na tumingin sa Diyos.","Kaya't sinabi ng Panginoon, Huwag ka nang humapit sa kanya. Ilusad mo ang iyong mga sandalyas, sapagkat ang iyong tinatayo ay isang banal na lupa."
"He established camps from Havilah to Shur, which is near Egypt on the road to Assyria. He died among all of his brothers.","Nanirahan sila mula sa Havila hanggang sa Shur, na tapat ng Ehipto, kapag patungo sa Asiria; siya'y nanirahang kasama ng lahat niyang mga kababayan.","Siya'y nagkampo mula sa Havila hanggang sa Sur, na malapit sa Ehipto, sa daan patungo sa Asiria; at siya'y namatay sa gitna ng lahat ng kanyang mga kapatid."
"Therefore, Jesus was no longer active in public ministry among the Jewish leaders. Instead, he left Jerusalem and went to a place near the wilderness, to a city called Ephraim, where he stayed with his disciples.","Hinahanap nila si Jesus, at sinasabi sa isa't isa habang nakatayo sila sa templo, “Ano sa palagay ninyo? Hindi kaya siya pupunta sa pista?”","Kaya't siya'y hindi na nagsalita sa harap ng mga Judio, kundi siya'y umalis sa Jerusalem at nagpunta sa isang dako na malapit sa ilang, sa isang bayan na tinatawag na Efraim, at siya'y naninirahan kasama ng kanyang mga alagad."
"Leaving them, he got back in the boat and crossed to the other side of the lake.",Noon ay nakalimutan ng mga alagad na magdala ng tinapay maliban sa iisang tinapay na nasa bangka.,"Kaya't siya'y umalis sa kanila, at muling sumakay sa bangka, at lumangoy sa kabilang bahagi ng dagat."
"That’s why scripture says, “ When he climbed up to the heights, he captured prisoners, and he gave gifts to people ”.","Kaya't sinasabi,","Sapagkat sinasabi ng Kasulatan, Bilang siya'y sumakay sa itaas, siya'y nagdala ng mga bihag, at siya'y nagbigay ng mga kaloob sa mga tao."
"So Jacob got up, put his sons and wives on the camels,","Nang magkagayo'y tumayo si Jacob, at pinasakay sa mga kamelyo ang kanyang mga anak at asawa.","Kaya't tumayo si Jacob at inilagay ang kanyang mga anak at ang kanyang mga asawa sa mga kamelyo,"
"Then the LORD descended in a column of cloud, stood at the entrance of the tent, and called to Aaron and Miriam. The two of them came forward.","Ang Panginoon ay bumaba sa isang haliging ulap, at tumayo sa pintuan ng tolda, at tinawag sina Aaron at Miriam at sila'y kapwa lumapit.","Pagkatapos ay bumaba ang Panginoon sa isang haligi ng ulap, at tumayo sa pintuan ng tabernakulo, at tinawag si Aaron at si Miriam, at silang dalawa ay lumapit."
"Rebekah’s nurse Deborah died and was buried at Bethel under the oak, and Jacob named it Allon-bacuth.","Namatay si Debora na yaya ni Rebecca, at inilibing sa paanan ng Bethel, sa ilalim ng ensina, at ang pangalan nito ay tinawag niyang Allon-bacuth.","At namatay si Debora, ang tagapag-alaga kay Rebeca, at siya'y nalibing sa Bethel sa ilalim ng kahoy na tangke; at tinawag ni Jacob ang pangalan nito na Allon-bacuth."
"Christ didn’t please himself, but, as it is written, “ The insults of those who insulted you fell on me. ”","Sapagkat si Cristo man ay hindi nagbigay-lugod sa kanyang sarili; kundi gaya ng nasusulat, “Ang mga pag-alipusta ng mga umaalipusta sa iyo ay nahulog sa akin.”","Sapagka't si Cristo ay hindi nagbigay ng kagalakan sa kanyang sarili, kundi, gaya ng isinulat, Ang mga kagalakan ng mga nangangalaga sa iyo ay bumababa sa akin."
who walk along the road: tell of it.,ang mga tagumpay ng kanyang magbubukid sa Israel.,"sa mga naglalakad sa daan, sabihin ninyo ito."
"Boaz was the father of Obed, whose mother was Ruth.",naging anak ni Zerubabel si Abiud; naging anak ni Abiud si Eliakim; at naging anak ni Eliakim si Azor;,"at si Boaz ay naging ama ni Obed, na si Ruth ang kanyang ina."
"At Horeb, the LORD our God told us: You’ve been at this mountain long enough.","“Ang Panginoon nating Diyos ay nagsalita sa atin sa Horeb, na nagsasabi, ‘Kayo'y matagal nang naninirahan sa bundok na ito.","Sa Horeb ay sinabi sa amin ng Panginoon nating Diyos, Ikaw ay sapat na matagal sa bundok na ito."
"Go and make the people holy. Say, ‘Get ready for tomorrow by making yourselves holy. This is what the LORD , the God of Israel, says: “Israel! Things reserved for me are present among you. You won’t be able to stand up to your enemies until you remove from your presence the things reserved for me.”’","Sa kinaumagahan ay lalapit kayo ayon sa inyong mga lipi. Ang lipi na pipiliin ng Panginoon ay lalapit ayon sa mga angkan, at ang angkan na pipiliin ng Panginoon ay lalapit ayon sa mga sambahayan, at ang sambahayan na pipiliin ng Panginoon ay lalapit, bawat lalaki.","Lumabas ka, at ihanda mo ang bayan, at sabihin mo sa kanila, Maghanda kayo para sa bukas, at ihanda ninyo ang inyong sarili. Ganito ang sabi ng Panginoon, ang Diyos ng Israel, Ang mga ipinagkatiwala sa akin ay nasa gitna ninyo, Israel, at kayo ay hindi makakaharap sa inyong mga kaaway hanggang sa inyong alisin ang mga ipinagkatiwala sa akin mula sa inyong harapan."
News about this spread throughout that whole region.,At kumalat ang balitang ito sa buong lupaing iyon.,At ang balita tungkol sa kanya ay lumitaw sa buong lupain.
I have told you before it happens so that when it happens you will believe.,"At ngayon ay sinabi ko sa inyo bago pa mangyari, upang kung ito'y mangyari, kayo ay maniwala.","Sinabi ko na ito sa inyo bago mangyari, upang kapag nangyari ay mananampalataya kayo."
"When he had received the sour wine, Jesus said, “ It is completed. ” Bowing his head, he gave up his life.","Siya na nakakita nito ay nagpatotoo, at ang kanyang patotoo ay tunay, at nalalaman niya na siya'y nagsasabi ng totoo upang kayo rin ay maniwala.","Nang makuha ni Jesus ang alak na masulot, sinabi niya, Natapos na.  At hinulog niya ang kanyang ulo at ibinigay ang kanyang buhay."
The men inside reached out and pulled Lot back into the house with them and slammed the door.,"At binulag nila ang mga taong nasa pintuan ng bahay, maging maliit o malaki, anupa't hindi nila makita ang pintuan.",Ang mga lalaking nasa loob ay lumapit at kinuha si Lot kasama nila sa loob ng bahay at tinakpan ang pintuan.
Jesus sent Peter and John with this task: “ Go and prepare for us to eat the Passover meal. ”,"Kaya't isinugo ni Jesus sina Pedro at Juan, na sinasabi, “Humayo kayo at ihanda ninyo ang paskuwa para sa atin, upang ating kainin ito.”","Siya'y nagpadala kay Pedro at kay Juan, na nagsasabi, Lumabas kayo at maghanda kayo para sa amin na kumain ng paskua."
"John testified about him, crying out, “This is the one of whom I said, ‘He who comes after me is greater than me because he existed before me.’”",Aking nakita at pinatotohanan kong ito ang Anak ng Diyos.”,"Si Juan ay nagbigay ng patotoo tungkol sa kanya at sumigaw, Iyon ang aking sinabi, Siya na dumarating pagkatapos ko ay nangunguna sa akin sapagkat siya'y una pa sa akin."
"Then Absalom said, “If you won’t come, then let my brother Amnon go with us.”","Ginawa ng mga lingkod ni Absalom kay Amnon kung ano ang iniutos ni Absalom. Nang magkagayo'y tumindig ang lahat ng mga anak ng hari, at sumakay ang bawat lalaki sa kanyang mola at tumakas.","At sinabi ni Absalom, Kung hindi ka darating, papunta sa amin si aking kapatid na si Amnon."
Observe and obey all these words that I am commanding you so that things always go well for you and your children later because you did what was good and right in the LORD your God’s eyes.,"Sundin mo at dinggin ang lahat ng mga salitang ito na iniuutos ko sa iyo para sa ikabubuti mo at ng iyong mga anak pagkamatay mo magpakailanman, kapag ginawa mo ang mabuti at matuwid sa paningin ng Panginoon mong Diyos.","Papatupad mo at sundin ang lahat ng mga salita na iniutos ko sa iyo, upang ito'y maging mabuti sa iyo at sa iyong mga anak sa hinaharap, sapagkat gagawin mo ang mabuti at tama sa paningin ng Panginoon mong Diyos."
"Brothers and sisters, we want to let you know about the grace of God that was given to the churches of Macedonia.","Ngayon, nais naming malaman ninyo, mga kapatid, ang biyaya ng Diyos na ipinagkaloob sa mga iglesya ng Macedonia;","Mga kapatid, nais namin ninyong malaman ang tungkol sa biyaya ng Diyos na ibinigay sa mga iglesya sa Macedonia,"
"When she opened it, she saw the child. The boy was crying, and she felt sorry for him. She said, “This must be one of the Hebrews’ children.”","Nang kanyang buksan ito, nakita niya ang bata; at narito, ang sanggol ay umiyak. At kanyang kinaawaan siya at sinabi, “Ito'y isa sa mga anak ng mga Hebreo.”","At siya'y nagbukas, at nakita niya ang bata na nagsisiyak, at siya'y nagmamalasakit sa kanya, at sinabi, Yung ito'y isa sa mga anak ng mga Hebreo."
"But if her husband keeps silent from one day to the next, he has upheld all her solemn promises, or all her binding obligations. He has upheld them because he remained silent on the day he heard them.","Ngunit kung ang kanyang asawa ay walang sinabi sa kanya sa araw-araw, pinagtibay nga niya ang lahat niyang panata, o ang lahat ng kanyang pananagutan, sapagkat hindi siya umimik nang araw na kanyang marinig ang mga ito.","Ngunit kung ang kanyang asawa ay tumigil mula sa isang araw hanggang sa ibang araw, siya'y tumigil sa lahat ng kanyang mga pangako, o sa lahat ng kanyang mga pangako, dahil siya'y tumigil sa araw na narinig niya ang mga iyon."
