ceb	en
kini karon mao ang ikatulong pagpakita ni Jesus ngadto sa mga tinunan human sa iyang pagkabanhaw gikan sa mga patay.	this was now the third time Jesus appeared to his disciples after he was raised from the dead.
sa pagkakita ni Pedro kaniya, siya miingon kang Jesus, “Ginoo, siya diay, maunsa man?”	when Peter saw him, he asked, “Lord, what about him?”
ang tanang dapit nga tumban sa lapalapa sa inyong tiil gihatag nako kaninyo sumala sa gisaad nako kang Moises.	i will give you every place where you set your foot, as i promised Moses.
unya si josue nagsugo sa mga pangulo sa katawhan,	so Joshua ordered the officers of the people:
ug ngadto sa mga rubenhanon, sa mga gadhanon ug sa katunga sa banay ni manases, si josue miingon,	but to the reubenites, the gadites and the halftribe of manasseh, Joshua said,
sa wala pa sila manghigda, si Rahab miadto kanila sa atop	before the spies lay down for the night, she went up on the roof
ug ang mga tawo miingon kaniya, “kami dili mahimong sadan niining panumpa nga imong gipapanumpa kanamo.	now the men had said to her, “this oath you made us swear will not be binding on us
apan kon ikaw manulti niining among buluhaton, kami walay sala sa imong panumpa nga imong gipapanumpa kanamo.”	but if you tell what we are doing, we will be released from the oath you made us swear.”
human sa tulo ka adlaw, ang mga pangulo milatas sa kampo.	after three days the officers went throughout the camp,
ug si josue miingon sa katawhan, “balaana ang inyong kaugalingon kay ugma ang Ginoo magbuhat ug mga katingalahan diha kaninyo.”	Joshua told the people, “consecrate yourselves, for tomorrow the Lord will do amazing things among you.”
ug si josue miingon sa katawhan sa Israel, “duol kamo ug pamatia ang mga pulong sa Ginoo nga inyong Dios.”	Joshua said to the Israelites, “come here and listen to the words of the Lord your God.
tanawa, ang sudlanan sa kasabotan sa Ginoo sa tibuok nga kalibotan moagi sa inyong atubangan ngadto sa Jordan.	see, the ark of the covenant of the Lord of all the earth will go into the Jordan ahead of you.
busa karon pagkuha kamo ug napulo ug duha ka tawo gikan sa mga banay sa Israel, usa ka tawo sa matag banay.	now then, choose twelve men from the tribes of Israel, one from each tribe.
sa diha nga ang tibuok nasod nakatabok na sa Jordan, ang Ginoo miingon kang josue,	when the whole nation had finished crossing the Jordan, the Lord said to Joshua,
“pagpilig napulo ug duha ka tawo gikan sa katawhan, usa ka tawo sa matag banay,	“choose twelve men from among the people, one from each tribe,
ang Ginoo miingon kang josue,	then the Lord said to Joshua,
“sugoa ang mga pari nga nagyayong sa sudlanan sa kasabotan sa pagtungas gikan sa Jordan.”	“command the priests carrying the ark of the covenant law to come up out of the Jordan.”
busa si josue misugo sa mga pari, “panungas kamo gikan sa Jordan.”	so Joshua commanded the priests, “come up out of the Jordan.”
ug kadtong napulo ug duha ka bato nga ilang gikuha sa Jordan, gipahiluna ni josue didto sa Gilgal.	and Joshua set up at Gilgal the twelve stones they had taken out of the Jordan.
suginli ninyo ang inyong mga anak, ‘ang Israel mitabok niining Jordan sa uga nga yuta.’	tell them, ‘Israel crossed the Jordan on dry ground.’
sa diha nga nahuman na ang pagpanuli sa tibuok nasod, sila nagpabilin sa ilang mga dapit sa kampo hangtod nga sila nangaayo.	and after the whole nation had been circumcised, they remained where they were in camp until they were healed.
busa ang Ginoo naguban kang josue ug ang iyang kabantog nasangyaw sa tibuok nga yuta.	so the Lord was with Joshua, and his fame spread throughout the land.
busa mga tulo ka libo gikan sa katawhan ang miadto didto. apan nanagan sila gikan sa atubangan sa mga tawo sa ai.	so about three thousand went up; but they were routed by the men of ai,
o Ginoo, unsa may akong ikasulti, karon nga ang Israel mitalikod sa iyang kaaway!	pardon your servant, Lord. what can i say, now that Israel has been routed by its enemies?
ang Ginoo miingon kang josue, “tindog, ngano nga naghapa man ikaw sa ingon niana?	the Lord said to Joshua, “stand up! what are you doing down on your face?
ug si acan mitubag kang josue, “tinuod, nakasala ako batok sa Ginoo, ang Dios sa Israel ug mao kini ang akong nabuhat.	achan replied, “it is true! i have sinned against the Lord ,, the God of Israel. this is what i have done:
apan ang hari sa ai ilang gidakop nga buhi ug gidala ngadto kang josue.	but they took the king of ai alive and brought him to Joshua.
unya si josue nagtukod ug usa ka halaran didto sa bukid sa ebal alang sa Ginoo, ang Dios sa Israel.	then Joshua built on mount ebal an altar to the Lord ,, the God of Israel,
ug didto, sa atubangan sa katawhan sa Israel, gisulat niya sa bato ang usa ka kopya sa balaod ni Moises, nga iyang gisulat.	there, in the presence of the Israelites, Joshua wrote on stones a copy of the law of Moses.
nagtigom silang tanan ug naghiusa sa pagpakigaway kang josue ug sa Israel.	they came together to wage war against Joshua and Israel.
apan sa diha nga ang mga nagpuyo sa Gibeon nakadungog sa gibuhat ni josue sa jerico ug sa ai,	however, when the people of Gibeon heard what Joshua had done to Jericho and ai,
miingon sila kang josue, “kami inyong mga ulipon.” ug si josue miingon kanila, “kinsa ba kamo? ug diin man kamo gikan?”	“we are your servants,” they said to Joshua. but Joshua asked, “who are you and where do you come from?”
busa ang mga tawo nakigsalo sa ilang balon, ug wala mangayo ug tambag gikan sa Ginoo.	the Israelites sampled their provisions but did not inquire of the Lord ..
iyang gihimo kini kanila ug giluwas sila gikan sa kamot sa katawhan sa Israel ug wala sila patya nila.	so Joshua saved them from the Israelites, and they did not kill them.
unya si josue mipauli ug ang tibuok Israel uban kaniya ngadto sa kampo sa Gilgal.	then Joshua returned with all Israel to the camp at Gilgal.
unya ang lima ka hari nangikyas ug nanago sa langob sa makeda.	now the five kings had fled and hidden in the cave at makkedah.
ug gisugilon kini kang josue, “ang lima ka hari nakitan nga nagtago didto sa langob sa makeda.”	when Joshua was told that the five kings had been found hiding in the cave at makkedah,
unya si josue miingon, “ukbi ang baba sa langob ug pagulaa kadtong lima ka hari ngari kanako gikan sa langob.”	Joshua said, “open the mouth of the cave and bring those five kings out to me.”
unya si josue mipadayon gikan sa makeda, ug ang tibuok Israel uban kaniya, ngadto sa libna ug nakiggubat batok sa libna.	then Joshua and all Israel with him moved on from makkedah to libnah and attacked it.
unya si josue uban sa tibuok Israel mipadayon gikan sa lakis ngadto sa eglon. ug gilibotan nila kini ug ilang gisulong.	then Joshua and all Israel with him moved on from lachish to eglon; they took up positions against it and attacked it.
unya si josue uban sa tibuok Israel mitungas gikan sa eglon ngadto sa Hebron ug gisulong nila kini.	then Joshua and all Israel with him went up from eglon to Hebron and attacked it.
unya si josue uban ang tibuok Israel namalik ngadto sa debir ug gisulong kini.	then Joshua and all Israel with him turned around and attacked debir.
unya si josue mibalik ug ang tibuok Israel uban kaniya ngadto sa kampo sa Gilgal.	then Joshua returned with all Israel to the camp at Gilgal.
busa si josue mikalit pagsulong kanila uban ang tanan niyang manggugubat, ug miasdang kanila didto sa katubigan sa merom.	so Joshua and his whole army came against them suddenly at the waters of merom and attacked them,
si og nga hari sa basan, usa sa mga nahibilin sa mga refahanon nga nagpuyo sa astarot ug sa edrei	and the territory of og king of Bashan, one of the last of the rephaites, who reigned in ashtaroth and edrei.
ang hari sa jerico, usa; ang hari sa ai nga tupad sa betel, usa;	the king of Jericho one the king of ai (near bethel) one
ang hari sa Jerusalem, usa; ang hari sa Hebron, usa;	the king of Jerusalem one the king of Hebron one
ang hari sa jarmut, usa; ang hari sa lakis, usa;	the king of jarmuth one the king of lachish one
ang hari sa eglon, usa; ang hari sa geser, usa;	the king of eglon one the king of gezer one
ang hari sa debir, usa; ang hari sa gedir, usa;	the king of debir one the king of geder one
ang hari sa horma, usa; ang hari sa arad, usa;	the king of hormah one the king of arad one
ang hari sa libna, usa; ang hari sa adulam, usa;	the king of libnah one the king of adullam one
ang hari sa makeda, usa; ang hari sa betel, usa;	the king of makkedah one the king of bethel one
ang hari sa tapua, usa; ang hari sa heper, usa;	the king of tappuah one the king of hepher one
ang hari sa apek, usa; ang hari sa lasaron, usa;	the king of aphek one the king of lasharon one
ang hari sa madon, usa; ang hari sa hasor, usa;	the king of madon one the king of hazor one
ang hari sa simronmeron, usa; ang hari sa aksaf, usa;	the king of shimron meron one the king of akshaph one
ang hari sa taanak, usa; ang hari sa megido, usa;	the king of taanach one the king of Megiddo one
ang hari sa kedes, usa; ang hari sa jokneam nga atua sa Carmel, usa;	the king of kedesh one the king of jokneam in Carmel one
ang hari sa dor, sa nafatdor, usa; ang hari sa goiim didto sa Gilgal, usa;	the king of dor (in naphoth dor) one the king of goyim in Gilgal one
ang hari sa tirsa, usa; ang tanan 31 ka hari.	the king of tirzah one thirtyone kings in all.
mao kini ang yuta nga nahibilin: ang tanang dapit sa mga filistihanon ug ang tanan nga ila sa mga gesurhanon,	“this is the land that remains: all the regions of the Philistines and geshurites,
busa karon, bahina kining yutaa ingon nga panulundon alang sa siyam ka banay ug sa katunga sa banay ni manases.”	and divide it as an inheritance among the nine tribes and half of the tribe of manasseh.”
unya si Moises naghatag ug panulundon ngadto sa banay sa mga rubenhanon sumala sa ilang mga panimalay.	this is what Moses had given to the tribe of Reuben, according to its clans:
ug ang hesbon uban sa tanang mga lungsod nga anaa sa patag, ug ang dibon ug ang bamotbaal, ug ang betbaalmeon,	to heshbon and all its towns on the plateau, including dibon, bamoth baal, beth baal meon,
ug ang jahas, ang kedimot ug ang mefaat,	jahaz, kedemoth, mephaath,
ug ang kiriataim, ang sibma ug ang zeretsahar sa bungtod sa walog,	kiriathaim, sibmah, zereth shahar on the hill in the valley,
ug ang betpeor ug ang mga bakilid sa pisga ug ang betjesimot,	beth peor, the slopes of pisgah, and beth jeshimoth—
si balaam usab nga anak ni beor, ang tigpanagna, gipatay sa katawhan sa Israel uban sa tanang mga gipatay nila.	in addition to those slain in battle, the Israelites had put to the sword balaam son of beor, who practiced divination.
si Moises mihatag usab ug panulundon ngadto sa banay sa mga gadihanon, sumala sa ilang mga panimalay.	this is what Moses had given to the tribe of Gad, according to its clans:
ug sukad sa hesbon ngadto sa ramatmispe ug sa betonim ug gikan sa mahanaim hangtod sa kayutaan sa debir,	and from heshbon to ramath Mizpah and betonim, and from mahanaim to the territory of debir;
kini mao ang panulundon sa mga gadihanon, sumala sa ilang mga panimalay uban sa ilang mga siyudad ug sa mga balangay.	these towns and their villages were the inheritance of the gadites, according to their clans.
kini mao ang mga panulundon nga gibahinbahin ni Moises sa mga kapatagan sa Moab sa unahan sa Jordan silangan sa jerico.	this is the inheritance Moses had given when he was in the plains of Moab across the Jordan east of Jericho.
sumala sa gisugo sa Ginoo kang Moises, gihimo kini sa katawhan sa Israel ug gibahin nila ang yuta.	so the Israelites divided the land, just as the Lord had commanded Moses.
unya gipanalanginan ni josue si Caleb nga anak ni jefone ug gihatag kaniya ang Hebron ingon nga iyang panulundon.	then Joshua blessed Caleb son of jephunneh and gave him Hebron as his inheritance.
ug ang ilang utlanan sa habagatan nagsukad sa kinatumyang dapit sa dagat nga asin, sukad sa luok nga nagatubang sa habagatan.	their southern boundary started from the bay at the southern end of the Dead Sea, sea,
kini mao ang panulundon sa banay sa katawhan ni Juda sumala sa ilang mga panimalay.	this is the inheritance of the tribe of Judah, according to its clans:
