war	tl
Amo ini an mga anak nga kalalaken-an nga igin-anak nira Lea ug Jacob didto ha Mesopotamia, labot kan Dina nga iya anak nga babaye. Naabot hin 33 ngatanan nga mga tulin nira Jacob ug Lea.	(ito ang mga anak ni Lea, na kanyang ipinanganak kay Jacob sa Padan-aram, kabilang dito ang kanyang anak na babaing si Dina. Ang lahat ng kanyang mga anak na lalaki at babae ay tatlumpu't tatlo).
Hi Gad ngan an iya mga anak: hira Sifeon, Hagi, Suni, Ezbon, Eri, Arod, ug Areli.	Ang mga anak ni Gad: sina Zifion, Hagui, Suni, Ezbon, Eri, Arodi, at si Areli.
Hi Aser ngan an iya mga anak: hira Jimna, Isva, Isvi, Beria, ug hi Sera nga ira bugto nga babaye. Hira Heber ug Malkiel nga mga anak ni Beria.	Ang mga anak ni Aser: sina Imna, Isva, Isui, Beriah, at Sera na kanilang kapatid na babae; at ang mga anak ni Beriah: sina Eber at Malkiel.
Amo ini nga 16 an mga tulin nira Jacob ug Zilpa nga oripon nga babaye nga iginhatag ni Laban kan Lea nga iya anak.	(ito ang mga anak ni Zilpa na siyang ibinigay ni Laban kay Lea na kanyang anak na babae, at ang mga ito ay kanyang ipinanganak kay Jacob, labing-anim na katao).
Nag-anak hira Raquel ug Jacob hin duha nga lalake: hira Jose ug Benjamin.	Ang mga anak ni Raquel na asawa ni Jacob: sina Jose at Benjamin.
May duha nga mga anak nga kalalaken-an hi Jose didto ha Ehipto: hira Manases ug Efraim, pinaagi kan Asenat nga anak ni Potifera nga padi didto ha Heliopolis.	At kay Jose ay ipinanganak sa lupain ng Ehipto sina Manases at Efraim, na ipinanganak sa kanya ni Asenat, na anak ni Potifera na pari sa On.
Hira Bela, Bequer, Asbel, Gera, Naaman, Ehi, Ros, Mupim, Hupim, ug Ard nga mga anak ni Benjamin.	At ang mga anak ni Benjamin: sina Bela, Beker, Asbel, Gera, Naaman, Ehi, Ros, Muppim, Hupim, at si Ard
Amo ini nga 14 an mga tulin nira Jacob ug Raquel.	(ito ang mga anak ni Raquel na ipinanganak kay Jacob: sa kabuuan ay labing-apat na katao).
Hi Dan ngan hi Husim nga iya anak.	Ang mga anak ni Dan: si Husim.
Hi Neftali ngan an iya mga anak: hira Jazeel, Guni, Jezer, ug Silem.	Ang mga anak ni Neftali: sina Jahzeel, Guni, Jeser, at si Shilem
Amo ini nga pito an mga tulin nira Jacob ug Bilha nga oripon nga babaye nga iginhatag ni Laban kan Raquel nga iya anak.	(ito ang mga anak ni Bilha, na siyang ibinigay ni Laban kay Raquel na kanyang anak, at ang mga ito ang ipinanganak niya kay Jacob: sa kabuuan ay pitong katao).
Sesenta y seis ka tawo ngatanan an mga tulin ni Jacob nga kinmadto ha Ehipto, waray labot han kaasaw-an han iya mga anak.	Lahat ng taong sumama kay Jacob sa Ehipto, na kanyang sariling mga anak, bukod pa ang mga asawa ng mga anak ni Jacob, sa kabuuan ay animnapu't anim na katao.
Natawo kan Jose didto ha Ehipto in duha nga mga anak nga kalalaken-an, ngan naabot hin 70 ka tawo ngatanan han panimalay ni Jacob an kinmadto ha Ehipto.	Ang mga anak ni Jose na ipinanganak sa kanya sa Ehipto ay dalawa; ang lahat ng tao sa sambahayan ni Jacob na pumunta sa Ehipto ay pitumpu.
Ginpauna ni Jacob hi Juda hin paghangyo kan Jose nga tapoon hira didto ha Gosen. Han pag-abot la nira,	At isinugo ni Israel si Juda kay Jose upang ituro ang daan patungo sa Goshen; at sila'y dumating sa lupain ng Goshen.
sinmakay hi Jose han iya karwahe ngan kinmadto ha Gosen hin pagtapo han iya tatay. Han pagkatapo nira, hinangkopan ni Jose an iya tatay ngan nagtinangis hiya hin maiha.	Inihanda ni Jose ang kanyang karwahe at umahon upang salubungin si Israel na kanyang ama sa Goshen. Siya'y humarap sa kanya, yumakap sa kanya, at umiyak nang matagal sa kanyang leeg.
Nagsiring hi Jacob kan Jose, “Andam na ako hin kamatay, yana nga hinkit-an ko na ikaw ngan maaram na ako nga buhi ka pa ngay-an.”	Sinabi ni Israel kay Jose, “Ngayo'y hayaan na akong mamatay pagkatapos na makita kong ikaw ay buháy pa.”
Niyan nagsiring hi Jose ha iya kabugtoan ngan ha iba nga mga kaapi han panimalay han iya amay, “Kinahanglan kumadto ako ngan pagsumatan ko an hadi nga inmabot na ha akon an akon kabugtoan ngan an ngatanan nga mga kaapi han panimalay han akon amay nga nag-ukoy didto ha Canaan.	Sinabi ni Jose sa kanyang mga kapatid at sa sambahayan ng kanyang ama, “Ako'y aahon at sasabihin ko sa Faraon, ‘Ang aking mga kapatid, at ang sambahayan ng aking ama na nasa lupain ng Canaan ay pumarito sa akin;
Susumatan ko hiya nga mga magmarangno kamo hin mga karnero ngan nagmamangno kamo hin mga hayop, ngan iyo gindara an iyo mga panon hin mga karnero ngan mga baka ngan an ngatanan nga mga hiagi ug manggad.	ang mga lalaki ay mga pastol ng kawan sapagkat sila'y naging tagapag-alaga ng hayop, at kanilang dinala ang kanilang mga kawan, mga bakahan, at ang lahat nilang ari-arian.’
Kon tawgon kamo han hadi ngan magpakiana kon ano an iyo pagpakabuhi,	At kapag tinawag kayo ng Faraon, at sasabihin, ‘Ano ang inyong hanapbuhay?’
sumati hiya hin tinuod nga magmarangno kamo hin mga hayop ha bug-os niyo nga kinabuhi, sugad han ginbuhat han iyo kaapoy-apoyan. Dida hini nga paagi pauokyon kamo niya didto han katunaan han Gosen.” Ginsiring ini ni Jose kay diri gud karuyag an mga Ehiptohanon hin mga magmarangno hin mga karnero.	ay inyong sasabihin, ‘Ang iyong mga lingkod ay naging tagapag-alaga ng hayop mula sa aming pagkabata hanggang sa ngayon, kami at ang aming mga ninuno,’ upang kayo'y patirahin sa lupain ng Goshen, sapagkat bawat pastol ay kasuklamsuklam sa mga Ehipcio.”
Sanglit gindara ni Jose in lima han iya kabugtoan ngan kinmadto hira han hadi. Ginsumatan niya an hadi, “Kinmanhi na tikang ha Canaan an akon amay ngan an akon kabugtoan upod an ira mga panon hin mga kakarnero, an ira mga baka, ngan an hiagi ug manggad. Aadto na hira yana ha katunaan han Gosen.”	Kaya't pumunta si Jose sa Faraon at sinabi, “Ang aking ama, ang aking mga kapatid, ang kanilang mga kawan, mga bakahan, at ang lahat nilang pag-aari, ay dumating na mula sa lupain ng Canaan. Sila ngayon ay nasa lupain ng Goshen.”
Niyan iginpakilala niya han hadi an iya kabugtoan.	Kumuha siya ng limang kalalakihan mula sa kanyang mga kapatid at kanyang iniharap sila sa Faraon.
Ginpakianhan hira han hadi, “Ano an iyo pakabuhi?” Binmaton hira, “Magmarangno kami hin kahayopan, sugad han amon kaapoy-apoyan.	Sinabi ng Faraon sa kanyang mga kapatid, “Ano ang inyong hanapbuhay?” At kanilang sinabi sa Faraon, “Ang iyong mga lingkod ay mga pastol, gaya ng aming mga ninuno.”
Kinmanhi kami hin pag-ukoy dinhe hini nga nasod, kay makalilisang an gutom didto ha tuna han Canaan nga waray na panabsaban para han amon mga panon. Tugoti gad kami hin pag-ukoy didto han katunaan han Gosen.”	Kanilang sinabi sa Faraon, “Pumarito kami upang manirahan bilang dayuhan sa lupain. Walang pastulan para sa mga kawan na pag-aari ng iyong mga lingkod sapagkat ang taggutom ay matindi sa lupain ng Canaan. Ngayon ay pahintulutan mo na ang iyong mga lingkod ay manirahan sa lupain ng Goshen.”
Nagsiring an hadi kan Jose, “Yana nga nagkaabot na an imo amay ngan an imo kabugtoan,	Pagkatapos ay sinabi ng Faraon kay Jose, “Ang iyong ama at ang iyong mga kapatid ay pumarito sa iyo.
ira an tuna han Ehipto. Paukya hira didto han katunaan han Gosen, an labi hin kamaupay nga bahin han tuna. Ngan kon may-ada ha ira may katakos nga mga tawo, igbutang hira nga tinaporan han akon kalugaringon nga mga hayop.”	Ang lupain ng Ehipto ay nasa harapan mo; patirahin mo ang iyong ama at ang iyong mga kapatid sa pinakamabuti sa lupain, patirahin mo sila sa lupain ng Goshen at kung may alam ka sa kanilang may kakayahan, gawin mo silang mga tagapamahala ng aking mga hayop.”
Niyan gindara ni Jose hi Jacob nga iya amay ngan iginpakilala hiya han hadi. Ginbendisyonan ni Jacob an hadi,	Kaya't isinama ni Jose si Jacob na kanyang ama at pinatayo niya sa harapan ng Faraon, at binasbasan ni Jacob ang Faraon.
ngan ginpakianhan hiya han hadi, “Pira na an imo panuigon?”	Sinabi ng Faraon kay Jacob, “Gaanong karami na ang mga araw ng mga taon ng iyong buhay?”
Binmaton hi Jacob, “Inmabot na hin 130 ka tuig an akon kinabuhi hin paglakaton. Halipotay ngan magkuri ito nga mga tuig, diri sugad han halawig nga kinabuhi han akon mga ginikanan dida han ira mga paglakaton.”	Sinabi ni Jacob sa Faraon, “Ang mga taon ng aking paninirahan sa lupa ay isandaan at tatlumpung taon; kakaunti at masasama ang naging mga taon ng aking buhay. Hindi iyon maihahambing sa mga taon ng buhay ng aking mga ninuno sa panahon ng kanilang mahabang pamumuhay.”
Ginbendisyonan ni Jacob hin panamilit an hadi, ngan linmakat hiya.	At binasbasan ni Jacob ang Faraon at umalis sa harapan ng Faraon.
Ngan iginpahimutang ni Jose didto ha Ehipto an iya amay ngan an iya kabugtoan ngan tinagan hira hin mga hiagi didto han labi hin kamaupay nga bahin han tuna nga hirani han syudad han Rameses, sumala han iginsugo han hadi.	Pinatira ni Jose ang kanyang ama at ang kanyang mga kapatid, at sila'y binigyan ng lugar sa lupain ng Ehipto, sa pinakamabuti sa lupain, sa lupain ng Rameses, gaya ng iniutos ng Faraon.
Naghatag hi Jose hin pagkaon para han iya amay, han iya kabugtoan, ngan han ngatanan nga sakop han panimalay han iya amay, lakip an mga kabataan.	Binigyan ni Jose ng pagkain ang kanyang ama, ang kanyang mga kapatid, at ang buong sambahayan ng kanyang ama, ayon sa bilang ng kanilang mga anak.
Grabe na hin duro an gutom nga waray na gud pagkaon bisan diin ngan nagtikaluya na tungod hin kagutom an mga tawo han Ehipto ug Canaan.	Noon ay walang pagkain sa buong lupain sapagkat matindi ang taggutom, at ang lupain ng Ehipto at ang lupain ng Canaan ay nanghina dahil sa taggutom.
Samtang namamalit an mga tawo hin liniso, gintirok ni Jose an ngatanan nga kwarta ngan gindara ini niya ngadto han palasyo.	Kaya't tinipon ni Jose ang lahat ng salapi na natagpuan sa lupain ng Ehipto at Canaan, kapalit ng trigong kanilang binibili at ipinasok ni Jose ang salapi sa bahay ng Faraon.
Han kaubos na han ngatanan nga kwarta didto ha Ehipto ug Canaan, kinmadto kan Jose an mga Ehiptohanon ngan nagsiring, “Tagi kami hin pagkaon! Ayaw gad itugot nga magkamatay kami. Buhata na an sadang nimo mahimo! Waray na kami kwarta.”	Nang ang salapi ay maubos nang lahat sa lupain ng Ehipto at Canaan, pumunta kay Jose ang lahat ng mga Ehipcio, at nagsabi, “Bigyan mo kami ng pagkain, bakit kami mamamatay sa iyong harapan? Sapagkat ang aming salapi ay naubos na.”
Binmaton hi Jose, “Dad-a an iyo mga baka; babalyoon ko ini hin pagkaon kon waray na niyo kwarta.”	Sinabi ni Jose, “Ibigay ninyo ang inyong mga hayop; at bibigyan ko kayo kapalit ng inyong mga hayop, kung naubos na ang salapi.”
Sanglit gindara nira an ira mga hayop ngadto kan Jose, ngan iya gintagan hira hin pagkaon nga balyo han ira mga kabayo, mga karnero, mga kanding, mga baka, ngan mga asno. Hito nga tuig iya gintagan hira hin pagkaon nga balyo han ngatanan nira nga mga hayop.	Kaya't dinala nila ang kanilang mga hayop kay Jose, at binigyan sila ni Jose ng pagkain kapalit ng mga kabayo, mga kawan, mga bakahan, at mga asno. Nang taong iyon, sila'y kanyang binigyan ng pagkain kapalit ng lahat nilang mga hayop.
Han pagkasunod nga tuig kinmadto hira kan Jose ngan nagsiring, “Magsusumat kami han kamatuoran nga waray nagud kami kwarta ngan aada na ha imo an amon mga hayop. Waray na gud nahibilin nga sadang ighatag namon ha imo labot han amon mga lawas ngan han amon mga tuna.	Nang matapos ang taong iyon ay muli silang pumunta sa kanya nang ikalawang taon. Sinabi nila sa kanya, “Hindi namin maililihim sa aming panginoon na ang pilak at mga kawan ng hayop ay naubos na at ang mga kawan ng hayop ay sa aking panginoon na. Wala nang naiiwan sa paningin ng aking panginoon kundi ang aming katawan at ang aming mga lupain.
Ayaw gad itugot nga magkamatay kami. Buhata an sadang nimo mahimo. Ayaw gad itugot nga mahimo nga kamingawan an amon kaumhan. Palita kami ngan an amon tuna nga balyo hin pagkaon. Himoa kami nga mga oripon han hadi ngan ihahatag namon ha iya an amon tuna. Tagi kami hin trigo basi mabuhi kami, ngan hin binhe basi makagtanom kami han amon kaumhan.”	Dapat ba kaming mamatay sa inyong harapan, kami at ang aming lupain? Bilhin mo kami at ang aming mga lupain kapalit ng pagkain, at kami at ang aming lupain ay magiging mga alipin sa Faraon. Bigyan mo kami ng binhi, upang kami ay mabuhay at huwag mamatay, upang ang lupain ay huwag maging walang laman.”
Ginpalit ni Jose para han hadi an ngatanan nga tuna didto ha Ehipto. Napirit hin pagbaligya han ira tuna an ngatanan nga mga Ehiptohanon kay grabe na hin duro an gutom; sanglit natag-iya na han hadi an ngatanan nga katunaan.	Kaya't binili ni Jose ang buong lupain ng Ehipto para sa Faraon. Ipinagbili ng bawat isa sa mga Ehipcio ang kanyang bukid, sapagkat matindi para sa kanila ang taggutom. Kaya't ang lupain ay naging sa Faraon.
Ginhimo ni Jose nga mga oripon an mga tawo tikang ha usa ngadto ha luyo nga kataposan han Ehipto.	At tungkol sa mga tao, kanyang ginawa silang mga alipin mula sa isang dulo ng hangganan ng Ehipto hanggang sa kabilang dulo.
An tuna la nga gintatag-iya han kapadian an waray niya pagpalita. Waray na nira kinahanglan hin pagbaligya han ira mga tuna, kay gintagan man hira han hadi hin bahin nga sadang nira kabuhian.	Tanging ang lupa lamang ng mga pari ang hindi niya binili, sapagkat ang Faraon ay nagtakda ng bahagi para sa mga pari at karaniwang kumakain sila mula sa bahagi na ibinibigay sa kanila ng Faraon. Dahil dito, hindi nila ipinagbili ang kanilang lupa.
Nagsiring hi Jose ha mga tawo, “Hinkit-an niyo nga ginpalit ko na kamo ngan an iyo mga tuna para han hadi. Iini in binhe para hin pagpugas didto han iyo kaumhan.	Nang magkagayo'y sinabi ni Jose sa bayan, “Ngayo'y binili ko kayo sa araw na ito at ang inyong mga lupa para sa Faraon. Narito ang binhi para sa inyo; hasikan ninyo ang lupa.
Ha panahon han pag-ani, kinahanglan ighatag niyo an ikalima nga bahin ngadto han hadi. Makakagamit kamo han iba nga bahin para hin binhe ngan para hin pagkaon niyo ngan han iyo mga panimalay.”	Sa panahon ng inyong pag-aani ay ibibigay ninyo ang ikalimang bahagi sa Faraon, at ang apat na bahagi ay para sa inyo, para sa binhi sa bukid at bilang pagkain ninyo, ng inyong mga kasambahay, at ng inyong mga anak.”
Binmaton hira, “Gintalwas mo an amon mga kinabuhi; kinalooyan mo kami, ngan mga oripon kami han hadi.”	Kanilang sinabi, “Iniligtas mo ang aming buhay; kung gugustuhin ng aking panginoon, kami ay magiging mga alipin ng Faraon.”
Sanglit ginhimo ni Jose ini nga balaod para han tuna ha Ehipto nga kinahanglan ighatag ngadto han hadi an ikalima nga bahin han ira inani. Gintutuman pa ini nga balaod ngada yana nga adlaw. An mga tuna la han kapadian an waray pagtag-iyaha han hadi.	Kaya't ginawang kautusan ni Jose sa lupain ng Ehipto hanggang sa araw na ito na ang ikalimang bahagi ay para kay Faraon. Tanging ang lupa ng mga pari ang hindi naging kay Faraon.
Nag-ukoy an mga Israelita didto ha Ehipto, didto han katunaan han Gosen, diin nagriko hira ngan nagdamo an ira mga anak.	Kaya't si Israel ay nanirahan sa lupain ng Ehipto, sa lupain ng Goshen; at sila'y nagkaroon ng mga pag-aari roon, at sumagana at naging napakarami.
Nag-ukoy hi Jacob didto ha Ehipto hin 17 ka tuig, tubtob han pag-abot hin 147 an iya panuigon.	Si Jacob ay nanirahan sa lupain ng Ehipto ng labimpitong taon; kaya't ang mga araw ni Jacob, ang mga taon ng kanyang buhay, ay isandaan at apatnapu't pitong taon.
Han harapit na hiya mamatay, gintawag niya hi Jose nga iya anak ngan iya ginsiring, “Igbutang an imo kamot ha butnga han akon mga paa ngan pagsumpa nga diri mo ako iglulubong dinhe ha Ehipto.	Nang ang araw ng kamatayan ni Israel ay malapit na, tinawag niya ang kanyang anak na si Jose, at sinabi sa kanya, “Kung ako ngayon ay makakatagpo ng biyaya sa iyong paningin, hinihiling ko na ilagay mo ang iyong kamay sa ilalim ng aking hita, at mangako kang maging tapat at tunay sa akin. Huwag mo akong ililibing sa Ehipto.
Karuyag ko nga iglubong mo ako didto han ginlubngan han akon mga ginikanan; iggawas ako han Ehipto, ngan iglubong ako didto han dapit nga ginlubngan ha ira.” Binmaton hi Jose, “Pagbubuhaton ko sumala han imo siring.”	Kapag ako'y humimlay na kasama ng aking mga ninuno, ilabas mo ako mula sa Ehipto, at ilibing mo ako sa kanilang libingan.” At sinabi ni Jose, “Aking gagawin ang ayon sa iyong sinabi.”
Nagsiring hi Jacob, “Pagsumpa nga pagbubuhaton mo ini.” Nagsumpa hi Jose, ngan nagpasalamat han Dyos hi Jacob dida han iya higdaan.	Kanyang sinabi, “Sumumpa ka sa akin;” at sumumpa siya sa kanya. At yumuko si Israel sa ulunan ng kanyang higaan.
Paglabay hin pira ka adlaw, ginsumatan hi Jose nga masakit an iya amay. Sanglit gindara niya an iya duha nga mga anak nga kalalaken-an, hira Manases ug Efraim, ngan kinmadto hira hin pakigkita kan Jacob.	Pagkatapos ng mga bagay na ito, sinabi kay Jose, “Ang iyong ama ay may sakit.” Kaya't isinama niya ang kanyang dalawang anak, sina Manases at Efraim.
Han pagsumati la kan Jacob nga inmabot hi Jose hin pakigkita ha iya, naniguro hiya hin paglingkod dida han higdaan.	Nang sabihin kay Jacob, “Narito, pinuntahan ka ng anak mong si Jose;” siya ay nagpalakas at umupo sa higaan.
Nagsiring hi Jacob kan Jose, “Pinmakita ha akon an Dyos nga Labi Kamakagarahum didto ha Luz, didto ha tuna han Canaan, ngan ginbendisyonan ako.	Sinabi ni Jacob kay Jose, “Ang Diyos na Makapangyarihan sa lahat ay nagpakita sa akin sa Luz sa lupain ng Canaan, at binasbasan ako,
Nagsiring hiya ha akon, ‘Tatagan ko ikaw hin damo nga mga anak, basi mahimo an imo mga tulin nga damo nga mga nasod; ighahatag ko ini nga tuna ngadto han imo mga tulin sugad nga ira dayon nga panurundon.’”	at sinabi sa akin, ‘Palalaguin at pararamihin kita, at gagawin kitang isang kapisanan ng mga bayan; at ibibigay ko ang lupaing ito sa iyong binhi pagkamatay mo, bilang isang pag-aari magpakailanman.’
Nagpadayon hi Jacob, “Jose, akon an imo duha nga mga anak nga kalalaken-an nga natawo dinhe ha Ehipto han waray pa ako kakanhi; akon gud mga anak hira Efraim ug Manases sugad kanda Ruben ug Simeon.	Kaya't akin na ngayon ang dalawa mong anak na ipinanganak sa iyo sa lupain ng Ehipto bago ako pumarito sa iyo: sina Efraim at Manases, gaya nina Ruben at Simeon.
Kon may-ada pa nimo iba nga mga anak nga kalalaken-an, diri hira pag-iisipon nga akon; maaangkon nira an ira panurundon pinaagi kanda Efraim ug Manases.	Ang iyong mga anak na ipinanganak pagkaraan nila ay magiging iyo; sila'y tatawagin sa kanilang mana ayon sa pangalan ng kanilang mga kapatid.
Binubuhat ko ini tungod kan Raquel nga imo nanay. Ha dako nga akon kabidoan, namatay hiya didto ha tuna han Canaan nga diri hirayo tikang ha Efrata, dida han naoli na ako tikang ha Mesopotamia. Iginlubong ko hiya didto ha ligid han dalan tipakadto ha Efrata.” (Betlehem na yana an Efrata.)	Sapagkat nang ako'y dumating mula sa Padan, si Raquel ay namatay sa lupain ng Canaan sa daan, nang malapit nang makarating sa Efrata; at inilibing ko siya roon sa daan ng Efrata” (na siya ring Bethlehem).
