msb	hil
“Makaluluoy pa kamo kay baga kamoʼn mga lubungan na waraʼn tanda. Kaya bagaʼn natatamakan san mga tawo na dili nakikilalahan an pagkadunot didto.”	Pero ihatag sa mga imol ang yara sa sulod sang inyo mga tasa kag pinggan, kag ang tanan manginmatinlo para sa inyo.
Didi usad na paratukdo san Kasuguan san mga Judio an nagsurmaton, “Maestro, kun nagasurmaton kaʼn irog sani ginatuya mo man kami.”	“Makaluluoy man kamo, mga Fariseo! Nagahatag kamo sa Dios sang ikapulo nga bahin sang mga panakot subong sang tanglad, luy-a kag sang tanan nga sahi sang kahuykahoy, pero ginapatumbayaan ninyo ang katarungan kag ang paghigugma sa Dios. Amo ini kuntani ang dapat ninyo himuon, nga wala nagapatumbaya sang iban.
Pero ginsabat ni Jesus, “Makaluluoy man kamo na mga paratukdo san Kasuguan kay ginapahimo niyo an mga tawo sin mga malisod na panurundon na dili kaya pero kamo mismo habo ngani magtikwil bisan usad na tudlo sa pagbulig sa inda.	“Makaluluoy man kamo, mga Fariseo! Naluyagan gid ninyo ang pinasulabi nga mga pulongkuan sa mga sinagoga, kag maluyag man kamo nga tamyawon nga may pagtahod sa mga tiendahan.
“Makaluluoy man kamo kay ginatindog niyo an mga rulubngan san mga propeta na ginpatay san iyo mga kalulululuhan!	Makaluluoy man kamo, kay kasubong kamo sang mga lulobngan nga wala sing lapida nga ginatapakan sang mga tawo nga wala nila mahibaloi.”
Kaya paagi sani nagapamatuod kamo kag nagauyon san ginhimo san iyo mga kalulululuhan. Sinda an nagpatay kag kamo naman an nagatindog san rulubngan.	Ang isa sang mga manunodlo sang Kasugoan nagsiling kay Jesus, “Manunodlo, sa imo pagsiling sini ginainsultohan mo man kami!”
Dahilan sani sa iya kadunungan nagsabi an Dios, ‘Magasugo ako sa inda sin mga propeta kag mga apostoles na an iba pagapatayon ninda kag an iba naman pagapasakitan.	Si Jesus nagsabat, “Makaluluoy man kamo nga mga manunodlo sang Kasugoan! Ginahatagan nila ang mga tawo sang madamo nga mga katungdanan nga mabudlay tumanon, pero wala man gani sila mismo nagahimo sang bisan diutay lang nga butang sa pagbulig, agod tumanon ini nga mga katungdanan.
Kaya ini na mga tawo yana amo an manabat tungod san pagpatay sa mga propeta tuna san paglalang san kinab-an.	Makaluluoy man kamo! Nagahimo kamo sing matahom nga mga lulobngan para sa mga propeta—ang mga propeta nga ginpamatay sang inyo mga katigulangan.
Ini nagtuna sa dugo ni Abel hasta sa dugo ni Zacarias na ginpatay sa katung-anan san altar kag san pinakabanal na lugar sa templo. Matuod gayod na ini na mga tawo yana amo an magapanabat san tanan.	Kon amo nagakilala kamo kag nagapasugot sang mga ginbuhat sang inyo mga katigulangan. Kay sila nagpamatay sang mga propeta kag kamo nagahimo sang ila mga lulobngan.
“Makaluluoy pa gayod kamo na mga paratukdo san Kasuguan kay kinuha niyo an lyabi san pwertahan sa pakaaram san manungod sa pagkasalbar na kamo mismo wara magsurulod kag gin-ulang pa niyo an mga nagasulod.”	Gani nasulat sa libro sang Kaalam sang Dios nga nagasiling, ‘Magapadala ako sa ila sing mga propeta kag mga apostoles. Ang iban sini ila pamatyon, kag ang iban ila hingabuton.’
San libo-libo na an mga tawo na nagtiriripon haros nagapataramak-tamak na sinda. Didi nagtuna si Jesus pagsurmaton anay sa iya mga disipulos. “Paglikay kamo sa lebadura san mga Pariseo na amo an pagsagin-sagin.	Sang nagtilipon ang linibo ka mga tawo, sa bagay nga nagatinapakay sila, si Jesus nagsiling sing una sa iya mga gintuton-an, “Mag-andam kamo sa lebadora sang mga Fariseo, nga amo ang ila pagkahipokrito.
Pero mahahayag an tanan na natatago kag an tanan na ginatahuban maaaraman.	Wala sing ginatabunan nga indi mabuksan, kag wala sing sekrito nga indi mabuyagyag.
Sugad man an nano na ginsabi niyo sa kadulman mababatian man sa kapawaan kag an nano man na iyo ginahutik sa sulod san kwarto igasiyak hali sa mga kabubungan.”	Gani, kon ano ang ginhambal ninyo sa kadudulman pagapamatian sa kapawa, kag kon ano ang ginahutik ninyo sa sirado nga mga kwarto pagaisinggit halin sa atop sang mga balay.
“Mga amigo ko, tandai an ginasabi ko sa iyo, ayaw kamo kahadlok sadtoʼn mga makapatay san lawas na pakatapos sana wara naʼn mahimuan pa,	“Mga abyan ko, nagasiling ako sa inyo, indi kamo magkahadlok sa mga makapatay sang lawas kag sa tapos sina wala na sila sing sarang mahimo.
kundi ipapaaram ko an dapat niyo kahadlukan: kahadluki an Dios na pakatapos pagpatay may gahom na magtapok sa iyo sa impyerno. Matuod gayod na siya an dapat niyo kahadlukan.	Ipahayag ko sa inyo kon sin-o ang inyo kahadlukan. Kahadluki ninyo ang Dios nga sa tapos sia makapatay, may gahom pa sa paghaboy sa impierno. Huo, nagasiling ako sa inyo, kahadluki ninyo sia!
Dili ba an baligyaan sin lima na maya duha ka sentimos? Pero bisan usad man sani dili nalilimutan sa mata san Dios.	“Indi bala nga sa diutay lang nga kwarta mabaligya ang lima ka mga maya? Pero wala sing isa sa ila nga ginakalimtan sang Dios.
Hasta an mga buhok niyo sa ulo binilang tanan san Dios. Kaya ayaw kamo kahadlok. Mas mahalaga kamo ki sa damo na mga maya.”	Bisan ang mga buhok sang inyo ulo naisip tanan. Gani indi kamo magkahadlok! Mas mahal pa kamo sang sa madamo nga mga maya!
Nagpadayon pa si Jesus, “Matuod gayod na an nagaako sa atubangan san mga tawo na siya para sa akon, amo man an pagahimuon ko na Anak San Tawo sa iya sa atubangan san mga anghel san Dios.	“Nagasiling ako sa inyo, ang tagsatagsa nga nagakilala sa akon sa atubang sang mga tawo, ang Anak sang Tawo magakilala man sa iya sa atubang sang mga anghel sang Dios.
Pero an magsabi sa atubangan san mga tawo na dili siya para sa akon amo man an pagahimuon ko sa iya sa atubangan san mga anghel san Dios.	Pero ang bisan sin-o nga nagapanghiwala sa akon sa atubang sang mga tawo, ang Anak sang Tawo magapanghiwala man sa iya sa atubang sang mga anghel sang Dios.
An nagapakaraot sa akon na Anak San Tawo pagapatawadon pero an magtuya-tuya sa Espirito Santo dili mapapatawad.	“Ang bisan sin-o nga nagahambal batok sa Anak sang Tawo mapatawad, pero ang bisan sin-o nga nagapasipala batok sa Espiritu Santo indi mapatawad.
“Niyan, ayaw kamo kahandal kun pan-o an pagsabat niyo o kun nano an iyo isasabi kun darhon kamo sa mga sinagoga kag iatubang sa mga namumuno kag mga may otoridad.	“Kon dalhon nila kamo agod hukman sa mga sinagoga ukon sa atubang sang mga gobernador, ukon mga pangulo, indi kamo magpalibog kon ano ang pagpangapin ninyo sang inyo kaugalingon ukon ano ang inyo ihambal.
Pag-abot sana na oras an Espirito Santo amo an magatukdo sa iyo kun nano an iyo igasabat.”	Kay ang Espiritu Santo magatudlo sa inyo sa sina nga tion kon ano ang inyo dapat ihambal.”
Igwa sin tawo sa kadamuan na nagsabi sa iya, “Maestro, sabihi man an akon kamanghod na bahinan ako san amon irensya.”	Ang isa sang mga tawo nagsiling kay Jesus, “Manunodlo, singgana ang akon utod nga lalaki nga partihan niya ako sang palanublion nga ginbilin sang amon amay.”
Pero ginsabat siya ni Jesus, “Amigo, sin-o an nagpili sa akon na magin huwes niyo o parabahin san iyo irensyahon?”	Si Jesus nagsabat sa iya, “Toto, sin-o bala ang naghimo sa akon nga hukom ukon manugparti sang inyo pagkabutang?”
Pakatapos ginsabihan niya sinda, “Paghimat gayod kamo kag paglikay sa nano man na klaseʼn kapasluan kay an buhay san tawo wara sa kadamo san iya kasadirihan.”	Kag nagsiling sia sa ila tanan, “Mag-andam kamo kag magbantay sa tanan nga sahi sang kahakog, tungod kay ang matuod nga kabuhi sang tawo wala nasandig sa kadamuon sang iya mga pagkabutang, bisan daw ano ka manggaranon sa iya.”
Pakatapos nagsurmaton si Jesus sa inda sin istorya na amo ini, “May mayaman na tawo na abunda an ani sa iya uma.	Dayon si Jesus nagsugid sa ila sining palaanggiran: “Sadto anay may isa ka manggaranon nga tawo nga maayo ang patubas sang iya duta.
Kaya nag-isip-isip siya, ‘Nano daw an dapat ko himuon kay wara na akoʼn mabutangan san mga naani?’	Nagpainuino sia sa iya kaugalingon, ‘Ano bala ang himuon ko kay wala na ako sing butangan sang akon mga patubas?’
“Pakaisip nagsabi siya sa iya sadiri, ‘Ah, amo ini an akon hihimuon. Rurubaon ko an akon mga kamarin tapos magapatindog akoʼn mas daragko pa kag didto ko sasarayon an tanan ko na mga naani kag san iba pa na mga kasadirihan ko.’	Nagsiling sia sa iya kaugalingon, ‘Amo ini ang himuon ko: Gub-on ko ang akon mga bodega kag magpatindog sing dalagku pa gid nga mga bodega nga akon pagabutangan sang tanan ko nga patubas kag sang iban ko nga mga pagkabutang.
Pakatapos, masabi ako sa akon sadiri, ‘Damo ka naʼn nasaray na mga bagay para sa mga maabot na mga tuig! Magpahayahay ka na lang, magkaon, mag-inom kag magkalipay!’	Dayon magasiling ako sa akon kaugalingon: Mapalaron ka! May madamo ka nga maayo nga mga pagkabutang nga natago para sa malawig nga mga tinuig. Magpatawhay ka lang, magkaon, mag-inom kag magpangalipay.’
“Pero ginsabihan siya san Dios, ‘Buang ka! Yana mismo na gab-i babawion ko an imo buhay. Tapos kanin-o mapakadto an mga bagay na ginpreparar mo?’	Pero ang Dios nagsiling sa iya, ‘Buangbuang! Karon gid nga gab-i mapatay ka. Ti sin-o karon ang makapanag-iya sining mga pagkabutang nga gintipon mo para sa imo kaugalingon?’”
“Kaya amo ini an mangyayari sa tawo na nagapayaman sa iya sadiri pero dili nagapayaman sa mga bagay manungod sa Dios.”	Sa katapusan si Jesus nagsiling, “Subong man sina ang mga nagatipon sing manggad para sa ila kaugalingon, pero indi manggaranon sa panulok sang Dios.”
Pakatapos pag-istorya sani nagsabi naman si Jesus sa iya mga disipulos, “Kun kaya ngani tandai an ginasabi ko sa iyo, ayaw kahandal kun nano an iyo kakaunon agod mabuhay o kun nano an ibabado sa iyo lawas.	Dayon nagsiling si Jesus sa iya mga gintuton-an, “Gani nagasiling ako sa inyo nga indi kamo magpalibog nahanungod sang pagkaon nga inyo kinahanglanon agod mabuhi kamo, ukon nahanungod sang panapton nga inyo kinahanglanon para sa inyo lawas.
Nasabi ko ini kay igwaʼn mga mas mahalaga pa sa pagkabuhay ki sa pagkaon kag sa lawas ki sa bado.	Kay ang kabuhi labi pa sang sa pagkaon, kag ang lawas labi pa sang sa panapton.
Kitaa an mga sapat. Dili sinda nagahasok o nag-ani man. Wara sindaʼn kamarin ni umahan pero ginapakaon sinda san Dios. Niyan, kamo pa ada na mahalaga ki sa mga sapat!	Tan-awa ang mga uwak: wala sila nagasab-og ukon nagaani, wala sila sing mga tambubo ukon mga bodega, pero ang Dios nagapakaon sa ila. Indi bala nga mas mahal pa kamo sang sa mga pispis?
Sin-o sa iyo an pwede makasumpay san iya buhay bisan usad lang ka oras paagi san iya kahandalan? Wara gayod!	Sin-o sa inyo ang makadugang sing bisan diutay nga tion sa iya kabuhi tungod sa pagpalibog?
Kun dili ngani kamo nakahimo san dyutay na bagay sugad sana nano man kay nagaparahandal kamo san iba pa?	Kon kamo indi gani makasarang maghimo sang bisan diutay nga butang, ngaa magpalibog kamo sang iban nga mga butang?
“Kitaa kun pan-o nagatubo an mga burak. Dili ini nagatrabaho o nagatahiʼn bado pero tandaan an sasabihon ko sa iyo na bisan si Solomon na mayaman gayod wara nakasul-ot sin pareho katahom san usad man sani na mga burak.	Tan-awa ninyo ang mga bulak sa latagon kon daw ano ang pagtubo nila. Wala sila nagapangabudlay ukon nagahimo sing panapton para sa ila kaugalingon. Pero nagasiling ako sa inyo nga bisan si Haring Solomon, sa iya pagkamanggaranon, wala makabayu pareho katahom sining mga bulak.
Kaya, kun ginabaduan ngani san Dios an dinghot sa kabukidan na yana buhay kag pagkabuwas igadabok, mas lalo pa ada kamo na dili pagabaduan san Dios. Mga kulang gayod kamo sin pagtuod!	Kon ang Dios nagapabayu sang hilamon sa latagon nga karon yari pa kag buas idap-ong sa kalayo, indi bala sia magpabayu sang sobra pa sa inyo? O daw ano kadiutay sang inyo pagtuo!
Kaya ayaw kamo pagparapalipong kun nano man an iyo kaunon o inumon. Ayaw kahandal!	Gani, indi kamo maghimud-os sang inyo pagakaunon kag pagaimnon kag indi man kamo magpalibog.
An mga waraʼn pagtuod didi sa kinab-an amo an nagapalipong sani tanan pero an iyo Ama maaram na kinahanglan niyo ini.	Kay amo ini tanan ang ginapangita sang mga pagano sining kalibutan. Ang inyo Amay nakahibalo nga nagakinahanglan kamo sini nga mga butang.
Kundi handuma anay lugod niyo an pagahadi san Dios sa iyo pagkabuhay kay ina na mga bagay igahatag na lang sa iyo.	Sa baylo, tinguhaa ninyo ang magpasakop sa paghari niya kag ini nga mga butang ihatag sa inyo.
“Mga pinalangga ko na disipulos, ayaw kamo kahadlok kay ginakalipay san iyo Ama na pagapabahinon kamo sa iya pagahadi.	“Indi kamo magkahadlok, diutay nga panong. Kay ang inyo Amay nalipay sa paghatag sa inyo sang Ginharian.
Kun sugad ibaligya an iyo mga kasadirihan kag ipanghatag an kabaklanan sa mga pobre. Magkaigwa kamoʼn surudlan na dili madudunot, kayamanan sa Dios sa langit na dili mawawara kag didto wara man sin makawat na makakuha o kuraratsa na makutkot sana.	Ibaligya ang tanan ninyo nga mga pagkabutang kag ihatag ang kwarta sa mga imol. Maghimo para sa inyo kaugalingon sang mga bag nga wala nagadaan kag magtago sang inyo mga manggad sa langit, sa diin indi sila maibanan, tungod kay wala sing makawat nga makakuha, ukon sapatsapat nga makaut-ot.
Nasabi ko ini kay kun hain an iyo kayamanan adto man an kaila san iyo tagipusuon.	Kay kon diin ang inyo manggad didto man ang inyo tagipusoon.
35-36 “Talinguhaa na pirme kamo nakabado kag handa sa pagsirbe sa Dios pareho sa mga suruguon na nagahulat sa inda amo pagbalik sani hali sa kasalan. Adto na sinda handa kag nakasindi an mga ilawan agod maabrihan dayon kun magpaabri ini.	“Maghanda kamo para sa bisan ano nga magaabot, nga nawagkusan ang inyo mga hawak kag nasindihan ang inyo mga suga,
Papalabihon idtoʼn mga suruguon na naabtan san amo na mata kag nagahulat sa iya pagbalik. Matuod gayod na magapreparar siya, pagapaingkudon sinda sa lamesa kag pagasirbihan.	subong sang mga suloguon nga nagahulat sang ila agalon nga magapauli halin sa punsyon sa kasal. Kon mag-abot sia kag magpanuktok, sa gilayon abrihan nila ang pwertahan para sa iya.
Malipay sinda kun maabtan na preparado abir tungaʼn gab-i o maaga.	Daw ano ka malipayon yadto nga mga suloguon nga masapwan sang ila agalon nga nagamata kag handa sa pag-abot niya! Nagasiling ako sa inyo nga magailis sia sang iya nga bayu, papungkoon niya sila kag sirbehan.
Tandai niyo ini na kun may tag-iya san balay na aram an oras pagkagab-i na magaabot an makawat, dili siya mapabaya na makasulod ini sa iya balay.	Daw ano ka malipayon sa ila kon iya sila masapwan nga handa, bisan nga tungang gab-i ukon kaagahon na sia mag-abot.
Kaya kamo man dapat maghanda kay magaabot ako na Anak San Tawo sa oras na dili niyo ginalauman.”	Dumdoma ninyo ini! Kon ang tag-iya sang balay nakahibalo kon ano nga oras magaabot ang makawat, indi niya kuntani pagpabayaan nga rungkabon ang iya balay.
Naghunga si Pedro, “Ginoo, para lang ba sa amon ini na istorya o para sa tanan?”	Kamo man dapat maghanda tungod kay ang Anak sang Tawo magaabot sa oras nga wala ninyo sia ginapaabot.”
Nagsabat an Ginoo, “Sin-o baga an matinumanon kag madunong na katiwala? Siya an ginpaniwalan san iya amo sa iba pa na mga suruguon agod magpakaon sa inda sa tama na oras.	Si Pedro nagsiling, “Ginoo, kami lang bala ang ginasugiran mo sini nga palaanggiran ukon para ini sa tanan?”
Kaya malipay ina na suruguon kun ina an ginahimo niya pagbalik san iya amo.	Ang Ginoo nagsabat, “Karon sin-o bala ang matutom kag maalam nga suloguon? Sia amo ang pagatugyanan sang iya agalon sa pagdumala sang iya panimalay kag sa paghatag sa iban nga mga suloguon sang ila parti nga pagkaon sa nagakaigo nga tion.
Ginasiguro ko sa iyo na an tanan na mga kasadirihan san amo igapaniwala sana na suruguon.	Daw ano ka malipayon ina nga suloguon kon makita sia sang iya agalon nga nagahimo sang gintugyan sa iya sa pagbalik niya.
Pero kun ina na suruguon mag-isip na, ‘Wara pa gali magbalik an akon amo.’ Tapos ginapambaog an mga suruguon na lalaki kag babayi kag sige an kalipay sa kakakaon kag kahuhubog.	Matuod gid, nagasiling ako sa inyo, ang agalon magatugyan sa sina nga suloguon sang tanan niya nga mga pagkabutang.
Myintras ginahimo niya ini maabot an iya amo sa adlaw na dili niya ginalauman kag sa oras na dili niya aram. Tapos kakastiguhon siya sin grabe kag ibibiyo sa mga sutil.	Pero kon ina nga suloguon magsiling sa iya kaugalingon, ‘Dugay pa mag-abot ang akon agalon.’ Gani magasugod sia sa pagpanakit sang iban nga mga suloguon nga lalaki kag babayi, kag magakaon, magainom kag magapahubog sia.
“Niyan, kakastiguhon sin grabe idtoʼn suruguon na nakaaram san pagbuot san iya amo pero dili man ginatuman.	Dayon, magabalik ang agalon sa adlaw nga wala sia ginapaabot sang suloguon kag sa tion nga wala niya mahibaloi. Ang agalon magahatukhatok sa iya kag magasilot sa iya upod sa mga malalison.
Ugaling dyutay lang an kastigo sadtoʼn dili maaram kag nagakasala san dapat ikakakastigo sa iya. An ginhatagan sin damo hahanapan man sin damo kag idtoʼn ginsarigan sin dako pagalauman man sin sobra.”	“Yadto nga suloguon nga nakahibalo sang luyag ipahimo sa iya sang iya agalon, pero wala sia nagahanda kag wala sia nagahimo suno sa kabubot-on sang iya agalon, pagahanuton sing tudotudo.
Nagpadayon si Jesus, “An pagdara sa kinab-an san kalayo an dahilan kun nano kay nagkadi ako kag ginahandom ko na kuntani nagalaad na ina!	Pero ang suloguon nga wala makahibalo sang luyag sang iya agalon, pero nagahimo sing mga butang nga takos sia hanuton, pagahanuton sia sing diutay lang. Ang tagsatagsa nga ginhatagan sing madamo, madamo man ang ginapaabot sa iya. Ang tawo nga ginhatagan sing madamo pa gid, madamo pa gid ang ginapaabot sa iya.
Dapat ako mabunyagan sa pagtios kag ginakulbaan gayod ako hasta na matapos ini!	“Nag-abot ako sa pagdala sing kalayo sa duta, kag luyag ko kuntani nga nagadabdab na ini!
Nano, nagahuna kamo na nagkadi ako para magdara sin kalinaw sa duta? Tandai an ginasabi ko sa iyo, dili kalinaw kundi sin pagkaburulag.	May bautiso ako nga pagabatunon, kag natublag gid ako tubtob wala pa ini matapos
Kay magtuna yana an pamilya na may lima na myimbro pagapakurontrahon: tulo kontra sa duha kag duha kontra sa tulo.	Nagahunahuna bala kamo nga nag-abot ako sa pagdala sing paghidait sa kalibutan? Nagasiling ako sa inyo, Wala ako mag-abot sa pagdala sing paghidait, kundi pagbinahinbahin.
