msb,hil
"“Pareho kamo san asin para sa kinab-an pero kun an asin mawar-an sin lasa pan-o pa ini mapapaarat gihapon? Wara na iniʼn pulos pa kundi itapok, tapos tamak-tamakan lang san mga tawo.","“Malipayon ang may putli nga tagipusoon,"
“Kamo ilaw para sa kinab-an pareho san syudad na nasa ibabaw san bukid dili matatago.,kay makita nila ang Dios!
Wara gayod sin masindi sin ilawan tapos isusulod la sa baldi kundi ginabutang sa dapat na tungtungan agod makapapawa sa tanan na ada sa sulod san balay.,"“Malipayon ang nagapaluntad sang paghidait sa tunga sang mga tawo,"
Sugad man kamo talinguhaa na magin ilaw para sa katawuhan na makita man lugod ninda an iyo matanos na hinimuan kaya pagaumawon an iyo Ama na adto sa langit.,kay ang Dios magatawag sa ila nga iya mga anak!
“Ayaw niyo paghunaa na nagkadi ako agod paraon an Kasuguan ni Moises kag an katukduan san mga propeta kundi agod tumanon ini tanan.,"“Malipayon ang mga ginahingabot tungod kay ginahimo nila ang ginapaabot sang Dios sa ila,"
Ginasiguro ko sa iyo na myintras may langit kag duta waraʼn mapapara na parte o linya sani na Kasuguan hasta na matuman an tanan.,kay ila ang Ginharian sang langit!
Kaya pagakilalahon na bantog sa kahadian san langit an magtuman san Kasuguan kag magtukdo sa mga iba na amo man an himuon. Pero ibibilang naman na waraʼn pakinabang sa kahadian san langit an makasala bisan sa usad la na sugo kag magtukdo sa iba na amo man an himuon.,“Malipayon kamo kon ang mga tawo magpasipala kag maghingabot kag magbutangbutang sa inyo tungod kay kamo sumolunod ko.
Tandaan an ginasabi ko: kun an iyo pagkamatanos dili maglabaw san sa mga Pariseo kag mga paratukdo san Kasuguan dili gayod kamo makasulod sa kahadian san langit.”,"Magkalipay kag maghinugyaw kamo, tungod kay daku ang inyo balos sa langit. Kay amo ini nga paghingabot ang naaguman sang mga propeta nga nauna sa inyo."
"Nagpadayon si Jesus, “Nabatian na niyo an ginsabi ni Moises sa aton mga kalulululuhi, ‘Dili ka magpatay kay an magpatay pagahusgaran.’","“Kaangay kamo sang asin para sa mga tawo. Pero kon ang asin indi na maarat, wala na sing paagi nga mapaarat pa ini. Wala na ini sing pulos kundi itampok sa dalan kag tapakon sang mga tawo."
"Pero amo ini an masasabi ko, bisan an maurit sa iya kapwa pagahusgaran man. An magpakaalo sa iya kapwa pagapaatubangon sa pinakahataas na korte san mga Judio kag an magsabi sa iya kapwa, ‘Buang ka!’ pagahusgaran para sa kalayo sa impyerno.",“Kaangay kamo sang kapawa para sa kalibutan. Ang siudad nga napatindog sa ibabaw sang bakulod indi matago.
"“Kaya kun makadto ka sa altar san Dios para maghalad, tapos madumduman mo na an imo kapwa may maraot na buot sa imo,","Wala sing tawo nga nagasindi sing suga nga takloban man lang niya ini sang sulokban, kundi ginabutang niya ini sa tulongtungan agod maiwagan ang tanan nga yara sa balay."
insigida bayai anay an imo halad sa atubangan san altar. Tapos kumadto ka sa iya agod makigsiro. Pakatapos bumalik ka kag amo na maghalad.,"Subong man dapat ninyo pasigahon ang inyo kapawa sa mga tawo agod makita nila ang inyo maayo nga mga binuhatan, kag magadayaw sila sa inyo Amay nga yara sa langit."
"“Kun may tawo na masampa sin kaso kontra sa imo, makiulian ka tulos myintras nagapakadto pa lang kamo sa husgado kay basi iintriga ka sa huwes kag ihatag ka niya sa gwardya, tapos prisuhon ka.","“Indi kamo maghunahuna nga nag-abot ako sa pagdula sang Kasugoan ni Moises kag sang mga ginpanudlo sang mga propeta. Wala ako mag-abot sa pagdula sini, kundi sa pagdala sang katumanan sini."
Kun mangyari dili ka gayod makaluwas hasta na mabayadan an tanan mo na nautang.,"Dumdoma ninyo ini! Samtang may langit pa kag duta, wala sing bisan isa ka kudlit ukon labing diutay nga bahin sang Kasugoan nga pagadulaon tubtob nga matuman ang tanan."
"“Nabatian na niyo an nasabi sa Kasuguan, ‘Dili ka magpanambay!’","Gani, ang bisan sin-o nga maglapas sang pinakadiutay sang mga kasugoan kag magpanudlo sa iban sa paglapas man, manginlabing kubos sa Ginharian sang langit. Pero ang bisan sin-o nga magtuman sang Kasugoan kag magtudlo sa iban sa pagtuman man, mangindaku sa Ginharian sang langit."
"Pero amo ini an masasabi ko, kun may nagaturok sa babayi na may malaw-ay na paghandom nagkasala na siyaʼn pagpanambay sa iya sadiri na tagipusuon.","Gani nagasiling ako sa inyo nga sarang lang kamo makasulod sa Ginharian sang langit, kon ang inyo katutom sa pagtuman sang ginapaabot sang Dios sa inyo, maglabaw pa sang sa katutom sang mga manunodlo sang Kasugoan kag sang mga Fariseo."
"Usad pa, kun an imo tuo na mata amo an dahilan san imo pagkakasala, lukata kag itapok ina. Mas maayo pa na mawar-an sin usad na parte san imo lawas kisa an bilog mo na lawas itapok sa impyerno.","“Inyo nabatian ang ginsiling sang una sa inyo mga katigulangan, ‘Indi ka magpatay sang tawo. Ang bisan sin-o nga makapatay pagadalhon sa hukmanan.’"
"Dili la ina, kun an dahilan san imo pagkakasala amo an imo tuo na kamot, utuda kag itapok. Mas maayo pa na mawar-an sin usad na parte an imo lawas kisa an bilog mo na lawas itapok sa impyerno.","Pero karon nagasiling ako sa inyo nga ang bisan sin-o nga nagakaakig sa iya utod, pagadalhon sa hukmanan, kag ang bisan sin-o nga nagapakalain sa iya utod, sa pagsiling sa iya, ‘Hoy, waay ka pulos!’ pagadalhon sa Pinakamataas nga Hukmanan, kag ang bisan sin-o nga nagasiling sa iya utod, ‘Hoy, buang!’ may katalagman nga magpaimpierno."
"“Nasabi man sa Kasuguan, ‘Kun may makigbulag sa iya asawa na babayi, dapat na hatagan niya siyaʼn kasuratan san inda pagbulag.’","Gani kon nagahalad ikaw sang imo dulot sa altar kag dira madumdoman mo nga ang imo utod may aligutgot sa imo,"
"Pero amo ini an masasabi ko, kun may lalaki na makigbulag sa iya asawa dahil sa nano man na dahilan, pwera lang kun nagpanambay na ini, ginapakasala niya siyaʼn panambay kun mag-asawa ini gihapon. Nagakasala man sin pagpanambay an mag-asawa sa babayi na ginbulagan.","bayai anay ang imo dulot sa atubangan sang altar. Maglakat ka kag sa gilayon magpakighusay sa imo utod, kag ugaling magbalik ka kag maghalad sang imo dulot sa Dios."
"“Nabatian pa niyo an ginsabi ni Moises sa aton mga kalulululuhi kasadto pa, ‘Dili ka magbuwa kundi tumanon an nano man na ginsumpa mo sa Ginoo.’","“Kon may tawo nga magsumbong sa imo sa hukmanan, magpakighusay ka sa iya samtang may tion pa kag wala pa kamo makakadto sa hukmanan, kay kon didto na kamo, iya ikaw itugyan sa hukom kag ang hukom magatugyan sa imo sa gwardya, kag isulod ka sa bilangguan."
"“Pero amo ini an masasabi ko, ‘Dili ka gayod magsumpa kun magtuga. Ayaw pagsumpa paagi sa pagsambit san langit kay ina an trono san Dios,","Nagasiling ako sa imo, magapabilin ka didto tubtob mabayaran mo ang tanan mo nga multa."
"ni paagi san duta kay ina an tungtungan san iya tiil, ni paagi san Jerusalem kay ina an syudad san Makagagahom na Hadi.","“Nabatian ninyo ang ginsiling sang una, ‘Indi kamo magpanginbabayi ukon magpanginlalaki.’"
Ayaw man pagsumpa na magsambit san imo sadiri na ulo kay bisan usad man san imo buhok dili mo kaya na papution o paitumon.,"Pero karon nagasiling ako sa inyo: ang bisan sin-o nga nagatulok sa babayi kag nagahandom sa pagpakighilawas sa iya, nakapakasala na sang pagpanginbabayi sa iya tagipusoon."
"Kaya sabihon mo na lang na oo kun oo an igasabat, kag dili kun dili. Nagahali na sa demonyo an nano man na magsobra pa sana.","Gani kon ang imo tuo nga mata, manginkabangdanan sang imo pagpakasala lukata ini kag ihaboy! Mas maayo pa nga madula ang isa ka bahin sang imo lawas sang sa itagbong ang imo bug-os nga lawas sa impierno."
"“Niyan nabati man niyo na nasabi sa Kasuguan, ‘Mata sa mata kag ngipon sa ngipon an pagahusgar niyo.’","Kon ang imo tuo nga kamot manginkabangdanan sang imo pagpakasala, utda ini kag ihaboy! Mas maayo pa nga madula ang isa ka bahin sang imo lawas sang sa itagbong ang imo bug-os nga lawas sa impierno."
"“Pero amo ini an masasabi ko, ayaw pag-ato sa mga maraot na tawo kundi kun sampadungon ka sa tuo mo na pisngi, pabayaan la siya na sampadungon pa hasta an luyo.","“Nasiling pa gid, ‘Ang bisan sin-o nga magbulag sa iya asawa, kinahanglan maghatag sia sa iya asawa sang papeles sang pagbulagay.’"
"Sugad man kun iakusar ka para kuhaon an imo bado, pabayaan la siya na kuhaon pa an imo alikboy.","Pero karon nagasiling ako sa inyo: ang bisan sin-o indi magbulag sa iya asawa luas lamang sa kabangdanan nga sia nagpanginlalaki. Kon bulagan sia, ang iya bana amo ang may salabton nga sia nagpanginlalaki, subong nga ang bisan sin-o nga tawo nga nagpangasawa sa iya nakasala sa pagpanginbabayi."
"Kun may magpirit sa imo na magpaupod sin usad ka kilometro para magbitbit san iya kargada, updan mo pa hasta sa duha ka kilometro.","“Inyo man nabatian ang ginsiling sa mga tawo sang una, ‘Indi ka magsumpa sang indi mo man lang pagtumanon, kundi tumanon mo ang imo ginsumpa sa Ginoo.’"
Tagaan mo an nagapangayo sa imo kag ayaw pagbalibadi an magautang sa imo.,"Pero karon nagasiling ako sa inyo: indi kamo magsumpa kon magsaad kamo. Indi kamo magsumpa nga nagasiling, ‘Saksi ko ang langit,’ kay amo ini ang trono sang Dios,"
"“Nabatian pa niyo an nasabi sa Kasuguan, ‘Kamut-an niyo an iyo katakin kag kabadlian an iyo kaaway.’","ukon magsiling, ‘Saksi ko ang duta,’ kay amo ini ang tulongtungan sang iya mga tiil, ukon magsiling, ‘Saksi ko ang Jerusalem,’ kay amo ini ang siudad sang gamhanan nga Hari."
"“Pero amo ini an masasabi ko, kamut-an niyo an iyo kaaway kag ipangadyi idtoʼn nagapasakit sa iyo","Indi ka man magpanumpa nga nagasiling, ‘Bisan utdan pa ako sang ulo,’ tungod kay indi ikaw makapaputi ukon makapaitom sang bisan isa lang ka nahot nga buhok."
agod maipakita niyo na tunay kamo na mga anak san iyo Ama na adto sa langit tungod na siya an nagapasirak san adlaw sa mga maraot kag matanos kag amo man an nagapauran sa inda tanan.,"Magsiling lang kamo ‘Huo’ ukon ‘Indi’ kay ang bisan ano pa nga dugang sini, nagagikan sa Yawa."
"Kay kun an mga namumut-an niyo idto lang na may pagkamuot sa iyo ayaw niyo paglaumi na pagapremyuhan kamo san Dios. Nano, dili ginahimo man ina san mga makasal-anon na parasukot san buwis?","“Nabatian ninyo ang ginsiling, ‘Kon lukaton niya ang imo mata, lukata man ang iya, kag kon bingawon niya ang imo ngipon, bingawa man ang iya.’"
"Kay kun an iyo ginatin-o an iyo lang mga kakilala, nano an kaibahan sa pagkamuot niyo sani sa iba? Nano, dili ginahimo man ina san mga dili-Judio?","Pero karon nagasiling ako sa inyo: indi kamo magtimalos sa nagabuhat sing malain sa inyo. Kon tampaon ka sa imo tuo nga guya, itaya man ang imo pihak nga guya sa iya."
Kaya magpakabanal kamo na pareho man san Dios na iyo Ama sa langit.”,"Kon may tawo nga magsumbong sa imo sa korte sa tuyo nga kuhaon niya ang imo bayu, ihatag man sa iya pati ang imo kunop."
"Nagpadayon si Jesus, “Paghimat na dili niyo ginahimo an iyo mga maayo na himo agod dayawon lang kamo san mga tawo. Kun himuon niyo ini, dili kamo babalusan san iyo Ama sa langit.",“Mag-andam kamo nga indi magpakitakita sa mga tawo sang inyo maayo nga ginahimo. Kay kon magpakitakita kamo wala na kamo sing balos sa inyo Amay nga yara sa langit.
"“Kaya kun may gusto sa iyo maglimos, ayaw pagpadayaw sa sadiri paagi sa pagpatunog sa trumpita sana mismo na oras na pareho san mga pakitaʼn-tawo lang na ginahimo sa sulod san mga sinagoga kag bisan sa mga kamino agod dayawon sinda san mga tawo. Ginasiguro ko sa iyo na nabaton na ninda an balos.","“Gani kon ikaw magpanglimos, indi mo ini pag-ipanugidsugid subong sang ginahimo sang mga tawo nga salimpapaw sa mga sinagoga kag sa mga dalan. Ginahimo nila ini agod nga ang mga tawo magdayaw sa ila. Dumdoma ninyo ini! Nabaton na nila ang ila balos."
"Pero kun ikaw maglimos, sa sikreto lang. Halimbawa, ayaw pag-ipaaram sa wala mo na kamot kun nano an ginahimo san imo tuo,","Pero kon magbulig ka sa tawo nga nagakinahanglan, himua nga bisan ang imo mahirop nga abyan indi makahibalo,"
kay agod an imo Ama na amo an nakakita san tanan na ginahimo mo sa sikreto amo an mabalos sa imo.,kundi ikaw gid lang. Kag ang imo Amay nga nagatan-aw sang imo ginahimo sa tago magabalos sa imo.
“Niyan kun kamo nagapangadyi ayaw pag-irog sa mga pakitaʼn-tawo lang. Naiila sinda mangadyi na nakatindog sa mga sinagoga kag sa mga kanto san mga kamino agod makita san mga tawo. Ginasiguro ko sa iyo na nabaton na ninda an balos.,"“Kon magpangamuyo kamo, indi kamo magmanginkaangay sa mga tawo nga hipokrito! Luyag sila magpangamuyo nga nagatindog sa mga sinagoga kag sa mga ginsang-an sang mga dalan, agod nga makita sila sang mga tawo. Dumdoma ninyo ini! Nabaton na nila ang ila balos."
"Pero kun ikaw magapangadyi, magsulod sa imo kwarto, sirahi an pwertahan kag mangadyi sa imo Ama na dili nakikita. Tapos siya na maaram san ginhimo mo sa sikreto an mabalos sa imo.","Pero kon magpangamuyo ka, sulod ka sa imo kwarto, sirahi ang pwertahan kag magpangamuyo ka sa imo Amay nga indi makita. Kag ang imo Amay nga nagatan-aw sang imo ginahimo sa tago magabalos sa imo."
“Niyan sa iyo pangadyion ayaw pagparasurmaton sin mga waraʼn pulos pareho san ginahimo san mga dili-Judio kay nagahuna sinda na paagi san inda halaba na mga pagpangadyi babation sinda.,"“Sa inyo pagpangamuyo indi kamo maggamit sang madamo nga mga pulong nga wala sing pulos subong sang ginahimo sang mga pagano, nga nagahunahuna nga pagapamatian sila sang ila mga dios tungod kay malawig ang ila mga pangamuyo."
Ayaw pag-irog sa inda kay aram na dati san iyo Ama kun nano an kinahanglan niyo antes kamo mangayo sa iya.,"Indi kamo magmanginkaangay sa ila, kay ang inyo Amay nakahibalo na sang inyo kinahanglan sa wala pa kamo makapangayo sa iya."
"Pareho sani an iyo pagpangadyi,",Gani magpangamuyo kamo sing subong sini:
"‘Ama namon sa langit,","‘Amay namon nga yara sa langit,"
"pagalangan an banal mo na ngaran,",pasidunggan ang imo balaan nga ngalan;
Mag-abot lugod an pagahadi mo sa duta.,"kabay ang imo paghari magsugod,"
Matuman man an pagbuot mo didi sugad man sa langit.,kabay matuman ang imo kabubot-on sa duta subong sang sa langit.
Hatagi man kami yana san amon kinahanglan na pagkaon.,"Hatagi kami sa sini nga adlaw sang kalan-on nga amon kinahanglanon,"
Patawada kami san amon mga sala pareho san pagpatawad namon san mga nagkasala sa amon.,"Patawara kami sang amon mga sala,"
Ayaw man kami pagtuguti na masugtan kundi ilikay kami sa karautan kay,subong nga ginapatawad man namon ang mga nakasala sa amon.
ikaw an pinakalabaw na hadi na may poder kag glorya hasta na lang.’,"Indi kami pagdalha sa mabudlay nga pagtilaw,"
"“Kaya kun patawadon niyo an mga nagkasala sa iyo, pagapatawadon man kamo san iyo Ama sa langit.",kundi luwasa kami sa Malaut.
"Pero kun dili niyo sinda mapatawad, dili man kamo papatawadon san iyo Ama sa langit.","“Kay kon ginapatawad ninyo ang mga nakasala sa inyo, ang inyo Amay sa langit magapatawad man sa inyo."
"“Kun mag-ayuno kamo, ayaw pagkuris-ong na pareho san mga pakitaʼn-tawo lang. Sinda nagakuris-ong agod makita san mga tawo na sinda nagaayuno. Ginasiguro ko sa iyo na nabaton na ninda an balos.","Pero kon wala ninyo ginapatawad ang mga nakasala sa inyo, ang inyo Amay sa langit indi man magpatawad sa inyo."
"Pero kun mag-ayuno kamo, sudlaya an iyo buhok kag maghiram-os,","“Kag kon magpuasa kamo, indi kamo magpakita nga masinulob-on kamo subong sang ginahimo sang mga hipokrito, kay luyag sila magpakita sa ila guya sang kagutom agod ang mga tawo makahibalo nga sila nagapuasa. Dumdoma ninyo ini! Nabaton na nila ang ila balos."
agod dili mamangnuhan san mga tawo an iyo pag-ayuno kundi an iyo lang Ama na dili nakikita. Tapos siya na maaram san tanan na ginahimo sa sikreto amo an mabalos sa iyo.,"Pero kon magpuasa kamo, magpanghilam-os kag magpanghusay kamo,"
"“Dili kamo magtipon sin kayamanan didi sa mundo kun diin pagabukbukon, pagakalawangon kag may mga tawo na magapirit pagsulod agod mangawat.","agod nga ang iban nga mga tawo indi makahibalo nga nagapuasa kamo, kundi ang inyo lamang Amay nga indi makita. Kag ang inyo Amay nga nagatan-aw sang inyo ginahimo sa tago magabalos sa inyo."
Kundi magtipon lugod kamoʼn kayamanan sa Dios sa langit na wara sin makasira bisan bukbok o kalawang kag dili makakawat.,"“Indi kamo magtipon sing mga manggad para sa inyo kaugalingon diri sa duta, sa diin ang mga sapatsapat kag ang tuktok makaut-ot kag ang mga makawat makasulod sa pagpangawat."
"Nasabi ko ini kay kun hain an imo kayamanan, adto man an kaila san imo tagipusuon.","Sa baylo, magtipon kamo sing mga manggad sa langit, sa diin wala sing sapatsapat kag tuktok nga makaut-ot kag ang mga makawat indi makasulod sa pagpangawat."
"“Pareho san ilaw an mata para sa lawas. Niyan kun maayo an imo mata, mapapawaan man an bilog na lawas.",Kay kon diin ang inyo manggad didto man ang inyo tagipusoon.
"Pero kun maraot an imo mata madulom man an bilog mo na lawas. Kaya, kun an ilaw sa imo madulom, grabe gayod an kadulom sani!","“Ang mga mata kasubong sang suga sa lawas. Kon ang imo mga mata maayo, ang imo bug-os nga lawas puno sang kapawa."
"“Wara sin makapauripon sin sabay sa duha na amo kay pagakabadlian niya an usad kag pagapalabihon an ikaduha. Kun dili sugad sani, magigin matinumanon siya sa usad kag igasikway an ikaduha. Dili kamo pwede makapauripon sin sabay sa Dios kag sa kwarta.”","Pero kon ang imo mga mata indi maayo, ang imo bug-os nga lawas yara sa kadudulman. Gani kon ang kapawa nga yara sa imo manginkadudulman, daw ano pa gid kadulom ina nga kadudulman!"
"Nagpadayon si Jesus, “Kun sugad, tandaan an ginasabi ko: ayaw kahandal kun nano an iyo kakaunon kag iinumon agod mabuhay. Amo man kun nano an ibabado sa iyo lawas. Nasabi ko ini kay igwaʼn mas mahalaga pa sa pagkabuhay ki sa pagkaon kag sa lawas ki sa bado.","“Wala sing tawo nga makaalagad sa duha ka agalon. Kay kontrahon niya ang isa kag higugmaon ang isa, ukon magadampig sia sa isa kag magatamay sa isa. Indi kamo makaalagad sing dungan sa Dios kag sa manggad."
"Masdi an mga sapat. Dili ini nagatanom, dili nagaani kag dili nagatipon sa kamalig kundi ginapakaon ini san iyo Langitnon na Ama. Nano, dili mas mahalaga pa kamo kisa sa inda?","“Amo ini ang kabangdanan kon ngaa nagasiling ako sa inyo nga indi kamo magpalibog kon ano ang inyo pagakaunon kag pagaimnon agod kamo mabuhi, ukon ano ang inyo isuksok sa inyo lawas. Indi bala ang kabuhi mas labi pa sang sa kalan-on kag ang lawas mas labi pa sang sa panapton?"
